"true_Nc","target_fis","n_sample","replicate","method","num_N_hypothesized","N_try_max_factor","N_est","bias"
150,0.001,105,3,"wasserstein",15,6,99.795,-0.3347
150,0.001,105,3,"bhd",15,6,140.745,-0.0617
150,0.001,105,3,"betabin",15,6,84,-0.44
150,0.001,105,3,"betabin_dynamic",15,6,NA,NA
150,0.001,105,4,"wasserstein",15,6,96.87,-0.3542
150,0.001,105,4,"bhd",15,6,139.77,-0.0681999999999999
150,0.001,105,4,"betabin",15,6,84,-0.44
150,0.001,105,4,"betabin_dynamic",15,6,NA,NA
150,0.001,105,5,"wasserstein",15,6,105.84,-0.2944
150,0.001,105,5,"bhd",15,6,149.91,-0.000599999999999833
150,0.001,105,5,"betabin",15,6,84,-0.44
150,0.001,105,5,"betabin_dynamic",15,6,NA,NA
150,0.001,105,6,"wasserstein",15,6,98.235,-0.3451
150,0.001,105,6,"bhd",15,6,140.16,-0.0655999999999998
150,0.001,105,6,"betabin",15,6,84,-0.44
150,0.001,105,6,"betabin_dynamic",15,6,NA,NA
150,0.001,105,7,"wasserstein",15,6,102.135,-0.3191
150,0.001,105,7,"bhd",15,6,146.01,-0.0266000000000001
150,0.001,105,7,"betabin",15,6,84,-0.44
150,0.001,105,7,"betabin_dynamic",15,6,NA,NA
150,0.001,105,8,"wasserstein",15,6,101.94,-0.3204
150,0.001,105,8,"bhd",15,6,144.84,-0.0344
150,0.001,105,8,"betabin",15,6,84,-0.44
150,0.001,105,8,"betabin_dynamic",15,6,NA,NA
150,0.001,105,9,"wasserstein",15,6,105.84,-0.2944
150,0.001,105,9,"bhd",15,6,149.715,-0.00189999999999998
150,0.001,105,9,"betabin",15,6,84,-0.44
150,0.001,105,9,"betabin_dynamic",15,6,NA,NA
150,0.001,105,10,"wasserstein",15,6,102.33,-0.3178
150,0.001,105,10,"bhd",15,6,147.18,-0.0188
150,0.001,105,10,"betabin",15,6,84,-0.44
150,0.001,105,10,"betabin_dynamic",15,6,NA,NA
150,0.001,105,11,"wasserstein",15,6,102.33,-0.3178
150,0.001,105,11,"bhd",15,6,150.3,0.00200000000000008
150,0.001,105,11,"betabin",15,6,84,-0.44
150,0.001,105,11,"betabin_dynamic",15,6,NA,NA
150,0.001,105,12,"wasserstein",15,6,105.06,-0.2996
150,0.001,105,12,"bhd",15,6,149.325,-0.00450000000000027
150,0.001,105,12,"betabin",15,6,84,-0.44
150,0.001,105,12,"betabin_dynamic",15,6,NA,NA
150,0.001,105,13,"wasserstein",15,6,104.28,-0.3048
150,0.001,105,13,"bhd",15,6,150.105,0.000699999999999742
150,0.001,105,13,"betabin",15,6,84,-0.44
150,0.001,105,13,"betabin_dynamic",15,6,630,3.2
150,0.001,105,14,"wasserstein",15,6,101.355,-0.3243
150,0.001,105,14,"bhd",15,6,144.645,-0.0356999999999999
150,0.001,105,14,"betabin",15,6,84,-0.44
150,0.001,105,14,"betabin_dynamic",15,6,NA,NA
150,0.001,105,15,"wasserstein",15,6,101.16,-0.3256
150,0.001,105,15,"bhd",15,6,147.96,-0.0136000000000001
150,0.001,105,15,"betabin",15,6,84,-0.44
150,0.001,105,15,"betabin_dynamic",15,6,630,3.2
150,0.001,105,16,"wasserstein",15,6,101.55,-0.323
150,0.001,105,16,"bhd",15,6,155.565,0.0370999999999998
150,0.001,105,16,"betabin",15,6,84,-0.44
150,0.001,105,16,"betabin_dynamic",15,6,630,3.2
150,0.001,105,17,"wasserstein",15,6,98.235,-0.3451
150,0.001,105,17,"bhd",15,6,140.355,-0.0643000000000001
150,0.001,105,17,"betabin",15,6,84,-0.44
150,0.001,105,17,"betabin_dynamic",15,6,NA,NA
150,0.001,105,18,"wasserstein",15,6,99.6,-0.336
150,0.001,105,18,"bhd",15,6,144.45,-0.0370000000000001
150,0.001,105,18,"betabin",15,6,84,-0.44
150,0.001,105,18,"betabin_dynamic",15,6,630,3.2
150,0.001,105,19,"wasserstein",15,6,101.355,-0.3243
150,0.001,105,19,"bhd",15,6,145.815,-0.0279000000000002
150,0.001,105,19,"betabin",15,6,84,-0.44
150,0.001,105,19,"betabin_dynamic",15,6,NA,NA
150,0.001,105,20,"wasserstein",15,6,105.645,-0.2957
150,0.001,105,20,"bhd",15,6,147.765,-0.0149000000000001
150,0.001,105,20,"betabin",15,6,84,-0.44
150,0.001,105,20,"betabin_dynamic",15,6,NA,NA
150,0.001,105,1,"wasserstein",51,3,95.035,-0.366433333333333
150,0.001,105,1,"bhd",51,3,112.97,-0.246866666666667
150,0.001,105,1,"betabin",51,3,84,-0.44
150,0.001,105,1,"betabin_dynamic",51,3,NA,NA
150,0.001,105,2,"wasserstein",51,3,94.105,-0.372633333333333
150,0.001,105,2,"bhd",51,3,113.015,-0.246566666666667
150,0.001,105,2,"betabin",51,3,84,-0.44
150,0.001,105,2,"betabin_dynamic",51,3,315,1.1
150,0.001,105,3,"wasserstein",51,3,95.085,-0.3661
150,0.001,105,3,"bhd",51,3,116.465,-0.223566666666667
150,0.001,105,3,"betabin",51,3,84,-0.44
150,0.001,105,3,"betabin_dynamic",51,3,NA,NA
150,0.001,105,4,"wasserstein",51,3,93.645,-0.3757
150,0.001,105,4,"bhd",51,3,116.575,-0.222833333333333
150,0.001,105,4,"betabin",51,3,84,-0.44
150,0.001,105,4,"betabin_dynamic",51,3,NA,NA
150,0.001,105,5,"wasserstein",51,3,94.33,-0.371133333333333
150,0.001,105,5,"bhd",51,3,113.855,-0.240966666666667
150,0.001,105,5,"betabin",51,3,84,-0.44
150,0.001,105,5,"betabin_dynamic",51,3,315,1.1
150,0.001,105,6,"wasserstein",51,3,95.595,-0.3627
150,0.001,105,6,"bhd",51,3,118.205,-0.211966666666667
150,0.001,105,6,"betabin",51,3,84,-0.44
150,0.001,105,6,"betabin_dynamic",51,3,NA,NA
150,0.001,105,7,"wasserstein",51,3,94.915,-0.367233333333333
150,0.001,105,7,"bhd",51,3,116.15,-0.225666666666667
150,0.001,105,7,"betabin",51,3,84,-0.44
150,0.001,105,7,"betabin_dynamic",51,3,NA,NA
150,0.001,105,8,"wasserstein",51,3,93.865,-0.374233333333333
150,0.001,105,8,"bhd",51,3,111.045,-0.2597
150,0.001,105,8,"betabin",51,3,84,-0.44
150,0.001,105,8,"betabin_dynamic",51,3,NA,NA
150,0.001,105,9,"wasserstein",51,3,93.795,-0.3747
150,0.001,105,9,"bhd",51,3,118.08,-0.2128
150,0.001,105,9,"betabin",51,3,84,-0.44
150,0.001,105,9,"betabin_dynamic",51,3,315,1.1
150,0.001,105,10,"wasserstein",51,3,94.845,-0.3677
150,0.001,105,10,"bhd",51,3,112.695,-0.2487
150,0.001,105,10,"betabin",51,3,84,-0.44
150,0.001,105,10,"betabin_dynamic",51,3,NA,NA
150,0.001,105,11,"wasserstein",51,3,93.14,-0.379066666666667
150,0.001,105,11,"bhd",51,3,111.48,-0.2568
150,0.001,105,11,"betabin",51,3,84,-0.44
150,0.001,105,11,"betabin_dynamic",51,3,NA,NA
150,0.001,105,12,"wasserstein",51,3,93.635,-0.375766666666667
150,0.001,105,12,"bhd",51,3,111.2,-0.258666666666667
150,0.001,105,12,"betabin",51,3,84,-0.44
150,0.001,105,12,"betabin_dynamic",51,3,NA,NA
150,0.001,105,13,"wasserstein",51,3,95.055,-0.3663
150,0.001,105,13,"bhd",51,3,112.605,-0.2493
150,0.001,105,13,"betabin",51,3,84,-0.44
150,0.001,105,13,"betabin_dynamic",51,3,NA,NA
150,0.001,105,14,"wasserstein",51,3,94.28,-0.371466666666667
150,0.001,105,14,"bhd",51,3,112.03,-0.253133333333333
150,0.001,105,14,"betabin",51,3,84,-0.44
150,0.001,105,14,"betabin_dynamic",51,3,NA,NA
150,0.001,105,15,"wasserstein",51,3,95.5,-0.363333333333333
150,0.001,105,15,"bhd",51,3,117.17,-0.218866666666667
150,0.001,105,15,"betabin",51,3,84,-0.44
150,0.001,105,15,"betabin_dynamic",51,3,NA,NA
150,0.001,105,16,"wasserstein",51,3,93.655,-0.375633333333333
150,0.001,105,16,"bhd",51,3,117.18,-0.2188
150,0.001,105,16,"betabin",51,3,84,-0.44
150,0.001,105,16,"betabin_dynamic",51,3,NA,NA
150,0.001,105,17,"wasserstein",51,3,95.575,-0.362833333333333
150,0.001,105,17,"bhd",51,3,116.785,-0.221433333333333
150,0.001,105,17,"betabin",51,3,84,-0.44
150,0.001,105,17,"betabin_dynamic",51,3,NA,NA
150,0.001,105,18,"wasserstein",51,3,94.895,-0.367366666666667
150,0.001,105,18,"bhd",51,3,114.43,-0.237133333333333
150,0.001,105,18,"betabin",51,3,84,-0.44
150,0.001,105,18,"betabin_dynamic",51,3,NA,NA
150,0.001,105,19,"wasserstein",51,3,93.85,-0.374333333333333
150,0.001,105,19,"bhd",51,3,111.81,-0.2546
150,0.001,105,19,"betabin",51,3,84,-0.44
150,0.001,105,19,"betabin_dynamic",51,3,NA,NA
150,0.001,105,20,"wasserstein",51,3,95.585,-0.362766666666667
150,0.001,105,20,"bhd",51,3,116,-0.226666666666667
150,0.001,105,20,"betabin",51,3,84,-0.44
150,0.001,105,20,"betabin_dynamic",51,3,NA,NA
150,0.001,105,1,"wasserstein",51,6,95.115,-0.3659
150,0.001,105,1,"bhd",51,6,129.625,-0.135833333333333
150,0.001,105,1,"betabin",51,6,84,-0.44
150,0.001,105,1,"betabin_dynamic",51,6,NA,NA
150,0.001,105,2,"wasserstein",51,6,96.425,-0.357166666666667
150,0.001,105,2,"bhd",51,6,127.505,-0.149966666666667
150,0.001,105,2,"betabin",51,6,84,-0.44
150,0.001,105,2,"betabin_dynamic",51,6,NA,NA
150,0.001,105,3,"wasserstein",51,6,95.36,-0.364266666666667
150,0.001,105,3,"bhd",51,6,121.795,-0.188033333333333
150,0.001,105,3,"betabin",51,6,84,-0.44
150,0.001,105,3,"betabin_dynamic",51,6,NA,NA
150,0.001,105,4,"wasserstein",51,6,94.135,-0.372433333333333
150,0.001,105,4,"bhd",51,6,124.83,-0.1678
150,0.001,105,4,"betabin",51,6,84,-0.44
150,0.001,105,4,"betabin_dynamic",51,6,NA,NA
150,0.001,105,5,"wasserstein",51,6,95.17,-0.365533333333333
150,0.001,105,5,"bhd",51,6,119.78,-0.201466666666667
150,0.001,105,5,"betabin",51,6,84,-0.44
150,0.001,105,5,"betabin_dynamic",51,6,NA,NA
150,0.001,105,6,"wasserstein",51,6,95.5,-0.363333333333333
150,0.001,105,6,"bhd",51,6,121.01,-0.193266666666667
150,0.001,105,6,"betabin",51,6,84,-0.44
150,0.001,105,6,"betabin_dynamic",51,6,NA,NA
150,0.001,105,7,"wasserstein",51,6,95.075,-0.366166666666667
150,0.001,105,7,"bhd",51,6,121.965,-0.1869
150,0.001,105,7,"betabin",51,6,84,-0.44
150,0.001,105,7,"betabin_dynamic",51,6,NA,NA
150,0.001,105,8,"wasserstein",51,6,97.15,-0.352333333333333
150,0.001,105,8,"bhd",51,6,120.805,-0.194633333333333
150,0.001,105,8,"betabin",51,6,84,-0.44
150,0.001,105,8,"betabin_dynamic",51,6,NA,NA
150,0.001,105,9,"wasserstein",51,6,93.765,-0.3749
150,0.001,105,9,"bhd",51,6,125.925,-0.1605
150,0.001,105,9,"betabin",51,6,84,-0.44
150,0.001,105,9,"betabin_dynamic",51,6,NA,NA
150,0.001,105,10,"wasserstein",51,6,94.79,-0.368066666666667
150,0.001,105,10,"bhd",51,6,131.99,-0.120066666666667
150,0.001,105,10,"betabin",51,6,84,-0.44
150,0.001,105,10,"betabin_dynamic",51,6,NA,NA
150,0.001,105,11,"wasserstein",51,6,94.64,-0.369066666666667
150,0.001,105,11,"bhd",51,6,122.765,-0.181566666666667
150,0.001,105,11,"betabin",51,6,84,-0.44
150,0.001,105,11,"betabin_dynamic",51,6,NA,NA
150,0.001,105,12,"wasserstein",51,6,95.61,-0.3626
150,0.001,105,12,"bhd",51,6,118.57,-0.209533333333333
150,0.001,105,12,"betabin",51,6,84,-0.44
150,0.001,105,12,"betabin_dynamic",51,6,NA,NA
150,0.001,105,13,"wasserstein",51,6,94.525,-0.369833333333333
150,0.001,105,13,"bhd",51,6,124.85,-0.167666666666667
150,0.001,105,13,"betabin",51,6,84,-0.44
150,0.001,105,13,"betabin_dynamic",51,6,NA,NA
150,0.001,105,14,"wasserstein",51,6,96.755,-0.354966666666667
150,0.001,105,14,"bhd",51,6,128.385,-0.1441
150,0.001,105,14,"betabin",51,6,84,-0.44
150,0.001,105,14,"betabin_dynamic",51,6,NA,NA
150,0.001,105,15,"wasserstein",51,6,93.605,-0.375966666666667
150,0.001,105,15,"bhd",51,6,123.49,-0.176733333333333
150,0.001,105,15,"betabin",51,6,84,-0.44
150,0.001,105,15,"betabin_dynamic",51,6,NA,NA
150,0.001,105,16,"wasserstein",51,6,93.005,-0.379966666666667
150,0.001,105,16,"bhd",51,6,122.115,-0.1859
150,0.001,105,16,"betabin",51,6,84,-0.44
150,0.001,105,16,"betabin_dynamic",51,6,NA,NA
150,0.001,105,17,"wasserstein",51,6,95.445,-0.3637
150,0.001,105,17,"bhd",51,6,125.86,-0.160933333333333
150,0.001,105,17,"betabin",51,6,84,-0.44
150,0.001,105,17,"betabin_dynamic",51,6,NA,NA
150,0.001,105,18,"wasserstein",51,6,94.04,-0.373066666666667
150,0.001,105,18,"bhd",51,6,123.475,-0.176833333333333
150,0.001,105,18,"betabin",51,6,84,-0.44
150,0.001,105,18,"betabin_dynamic",51,6,NA,NA
150,0.001,105,19,"wasserstein",51,6,94.96,-0.366933333333333
150,0.001,105,19,"bhd",51,6,129.65,-0.135666666666667
150,0.001,105,19,"betabin",51,6,84,-0.44
150,0.001,105,19,"betabin_dynamic",51,6,NA,NA
150,0.001,105,20,"wasserstein",51,6,93.005,-0.379966666666667
150,0.001,105,20,"bhd",51,6,122.33,-0.184466666666667
150,0.001,105,20,"betabin",51,6,84,-0.44
150,0.001,105,20,"betabin_dynamic",51,6,NA,NA
150,0.001,105,1,"wasserstein",15,3,98.22,-0.3452
150,0.001,105,1,"bhd",15,3,123.976,-0.173493333333334
150,0.001,105,1,"betabin",15,3,84,-0.44
150,0.001,105,1,"betabin_dynamic",15,3,NA,NA
150,0.001,105,2,"wasserstein",15,3,98.613,-0.34258
150,0.001,105,2,"bhd",15,3,125.025,-0.1665
150,0.001,105,2,"betabin",15,3,84,-0.44
150,0.001,105,2,"betabin_dynamic",15,3,NA,NA
150,0.001,105,3,"wasserstein",15,3,96.905,-0.353966666666667
150,0.001,105,3,"bhd",15,3,124.2,-0.172
150,0.001,105,3,"betabin",15,3,84,-0.44
150,0.001,105,3,"betabin_dynamic",15,3,NA,NA
150,0.001,105,4,"wasserstein",15,3,97.179,-0.35214
150,0.001,105,4,"bhd",15,3,123.19,-0.178733333333334
150,0.001,105,4,"betabin",15,3,84,-0.44
150,0.001,105,4,"betabin_dynamic",15,3,NA,NA
150,0.001,105,5,"wasserstein",15,3,98.713,-0.341913333333333
150,0.001,105,5,"bhd",15,3,124.68,-0.1688
150,0.001,105,5,"betabin",15,3,84,-0.44
150,0.001,105,5,"betabin_dynamic",15,3,NA,NA
150,0.001,105,6,"wasserstein",15,3,98.662,-0.342253333333333
150,0.001,105,6,"bhd",15,3,124.499,-0.170006666666666
150,0.001,105,6,"betabin",15,3,84,-0.44
150,0.001,105,6,"betabin_dynamic",15,3,NA,NA
150,0.001,105,7,"wasserstein",15,3,98.53,-0.343133333333333
150,0.001,105,7,"bhd",15,3,123.601,-0.175993333333334
150,0.001,105,7,"betabin",15,3,84,-0.44
150,0.001,105,7,"betabin_dynamic",15,3,NA,NA
150,0.001,105,8,"wasserstein",15,3,99.391,-0.337393333333333
150,0.001,105,8,"bhd",15,3,124.426,-0.170493333333333
150,0.001,105,8,"betabin",15,3,84,-0.44
150,0.001,105,8,"betabin_dynamic",15,3,NA,NA
150,0.001,105,9,"wasserstein",15,3,96.775,-0.354833333333333
150,0.001,105,9,"bhd",15,3,124.067,-0.172886666666667
150,0.001,105,9,"betabin",15,3,84,-0.44
150,0.001,105,9,"betabin_dynamic",15,3,NA,NA
150,0.001,105,10,"wasserstein",15,3,97.17,-0.3522
150,0.001,105,10,"bhd",15,3,121.228,-0.191813333333333
150,0.001,105,10,"betabin",15,3,84,-0.44
150,0.001,105,10,"betabin_dynamic",15,3,NA,NA
150,0.001,105,11,"wasserstein",15,3,98.632,-0.342453333333333
150,0.001,105,11,"bhd",15,3,124.81,-0.167933333333333
150,0.001,105,11,"betabin",15,3,84,-0.44
150,0.001,105,11,"betabin_dynamic",15,3,NA,NA
150,0.001,105,12,"wasserstein",15,3,98.32,-0.344533333333333
150,0.001,105,12,"bhd",15,3,124.818,-0.16788
150,0.001,105,12,"betabin",15,3,84,-0.44
150,0.001,105,12,"betabin_dynamic",15,3,NA,NA
150,0.001,105,13,"wasserstein",15,3,97.062,-0.35292
150,0.001,105,13,"bhd",15,3,121.471,-0.190193333333333
150,0.001,105,13,"betabin",15,3,84,-0.44
150,0.001,105,13,"betabin_dynamic",15,3,NA,NA
150,0.001,105,14,"wasserstein",15,3,98.002,-0.346653333333333
150,0.001,105,14,"bhd",15,3,126.483,-0.15678
150,0.001,105,14,"betabin",15,3,84,-0.44
150,0.001,105,14,"betabin_dynamic",15,3,NA,NA
150,0.001,105,15,"wasserstein",15,3,98.742,-0.34172
150,0.001,105,15,"bhd",15,3,123.979,-0.173473333333334
150,0.001,105,15,"betabin",15,3,84,-0.44
150,0.001,105,15,"betabin_dynamic",15,3,NA,NA
150,0.001,105,16,"wasserstein",15,3,98.404,-0.343973333333333
150,0.001,105,16,"bhd",15,3,123.718,-0.175213333333334
150,0.001,105,16,"betabin",15,3,84,-0.44
150,0.001,105,16,"betabin_dynamic",15,3,NA,NA
150,0.001,105,17,"wasserstein",15,3,98.103,-0.34598
150,0.001,105,17,"bhd",15,3,124.192,-0.172053333333333
150,0.001,105,17,"betabin",15,3,84,-0.44
150,0.001,105,17,"betabin_dynamic",15,3,NA,NA
150,0.001,105,18,"wasserstein",15,3,97.804,-0.347973333333333
150,0.001,105,18,"bhd",15,3,124.891,-0.167393333333334
150,0.001,105,18,"betabin",15,3,84,-0.44
150,0.001,105,18,"betabin_dynamic",15,3,NA,NA
150,0.001,105,19,"wasserstein",15,3,99.161,-0.338926666666667
150,0.001,105,19,"bhd",15,3,126.073,-0.159513333333333
150,0.001,105,19,"betabin",15,3,84,-0.44
150,0.001,105,19,"betabin_dynamic",15,3,NA,NA
150,0.001,105,20,"wasserstein",15,3,96.729,-0.35514
150,0.001,105,20,"bhd",15,3,123.727,-0.175153333333333
150,0.001,105,20,"betabin",15,3,84,-0.44
150,0.001,105,20,"betabin_dynamic",15,3,NA,NA
150,0.001,105,1,"wasserstein",15,6,102.525,-0.3165
150,0.001,105,1,"bhd",15,6,150.027,0.000179999999999723
150,0.001,105,1,"betabin",15,6,84,-0.44
150,0.001,105,1,"betabin_dynamic",15,6,NA,NA
150,0.001,105,2,"wasserstein",15,6,100.77,-0.3282
150,0.001,105,2,"bhd",15,6,148.038,-0.0130800000000001
150,0.001,105,2,"betabin",15,6,84,-0.44
150,0.001,105,2,"betabin_dynamic",15,6,NA,NA
150,0.001,105,3,"wasserstein",15,6,103.695,-0.3087
150,0.001,105,3,"bhd",15,6,149.403,-0.00397999999999949
150,0.001,105,3,"betabin",15,6,84,-0.44
150,0.001,105,3,"betabin_dynamic",15,6,NA,NA
150,0.001,105,4,"wasserstein",15,6,103.578,-0.30948
150,0.001,105,4,"bhd",15,6,151.86,0.0123999999999993
150,0.001,105,4,"betabin",15,6,84,-0.44
150,0.001,105,4,"betabin_dynamic",15,6,NA,NA
150,0.001,105,5,"wasserstein",15,6,103.734,-0.30844
150,0.001,105,5,"bhd",15,6,151.158,0.00772000000000029
150,0.001,105,5,"betabin",15,6,84,-0.44
150,0.001,105,5,"betabin_dynamic",15,6,NA,NA
150,0.001,105,6,"wasserstein",15,6,102.135,-0.3191
150,0.001,105,6,"bhd",15,6,145.893,-0.0273800000000002
150,0.001,105,6,"betabin",15,6,84,-0.44
150,0.001,105,6,"betabin_dynamic",15,6,NA,NA
150,0.001,105,7,"wasserstein",15,6,102.642,-0.31572
150,0.001,105,7,"bhd",15,6,150.924,0.00616000000000023
150,0.001,105,7,"betabin",15,6,84,-0.44
150,0.001,105,7,"betabin_dynamic",15,6,NA,NA
150,0.001,105,8,"wasserstein",15,6,101.628,-0.32248
150,0.001,105,8,"bhd",15,6,145.893,-0.0273800000000002
150,0.001,105,8,"betabin",15,6,84,-0.44
150,0.001,105,8,"betabin_dynamic",15,6,NA,NA
150,0.001,105,9,"wasserstein",15,6,101.784,-0.32144
150,0.001,105,9,"bhd",15,6,144.879,-0.0341399999999995
150,0.001,105,9,"betabin",15,6,84,-0.44
150,0.001,105,9,"betabin_dynamic",15,6,NA,NA
150,0.001,105,10,"wasserstein",15,6,103.617,-0.30922
150,0.001,105,10,"bhd",15,6,152.289,0.0152600000000012
150,0.001,105,10,"betabin",15,6,84,-0.44
150,0.001,105,10,"betabin_dynamic",15,6,NA,NA
150,0.001,105,11,"wasserstein",15,6,100.848,-0.32768
150,0.001,105,11,"bhd",15,6,144.801,-0.0346599999999997
150,0.001,105,11,"betabin",15,6,84,-0.44
150,0.001,105,11,"betabin_dynamic",15,6,NA,NA
150,0.001,105,12,"wasserstein",15,6,102.603,-0.31598
150,0.001,105,12,"bhd",15,6,147.882,-0.0141199999999998
150,0.001,105,12,"betabin",15,6,84,-0.44
150,0.001,105,12,"betabin_dynamic",15,6,NA,NA
150,0.001,105,13,"wasserstein",15,6,102.642,-0.31572
150,0.001,105,13,"bhd",15,6,150.612,0.00407999999999959
150,0.001,105,13,"betabin",15,6,84,-0.44
150,0.001,105,13,"betabin_dynamic",15,6,NA,NA
150,0.001,105,14,"wasserstein",15,6,100.614,-0.32924
150,0.001,105,14,"bhd",15,6,149.013,-0.00657999999999959
150,0.001,105,14,"betabin",15,6,84,-0.44
150,0.001,105,14,"betabin_dynamic",15,6,NA,NA
150,0.001,105,15,"wasserstein",15,6,100.653,-0.32898
150,0.001,105,15,"bhd",15,6,148.077,-0.012820000000001
150,0.001,105,15,"betabin",15,6,84,-0.44
150,0.001,105,15,"betabin_dynamic",15,6,NA,NA
150,0.001,105,16,"wasserstein",15,6,101.043,-0.32638
150,0.001,105,16,"bhd",15,6,147.843,-0.0143799999999995
150,0.001,105,16,"betabin",15,6,84,-0.44
150,0.001,105,16,"betabin_dynamic",15,6,NA,NA
150,0.001,105,17,"wasserstein",15,6,102.408,-0.31728
150,0.001,105,17,"bhd",15,6,153.498,0.0233199999999996
150,0.001,105,17,"betabin",15,6,84,-0.44
150,0.001,105,17,"betabin_dynamic",15,6,NA,NA
150,0.001,105,18,"wasserstein",15,6,102.759,-0.31494
150,0.001,105,18,"bhd",15,6,149.91,-0.000599999999999265
150,0.001,105,18,"betabin",15,6,84,-0.44
150,0.001,105,18,"betabin_dynamic",15,6,NA,NA
150,0.001,105,19,"wasserstein",15,6,101.55,-0.323
150,0.001,105,19,"bhd",15,6,143.787,-0.0414199999999992
150,0.001,105,19,"betabin",15,6,84,-0.44
150,0.001,105,19,"betabin_dynamic",15,6,NA,NA
150,0.001,105,20,"wasserstein",15,6,101.979,-0.32014
150,0.001,105,20,"bhd",15,6,150.378,0.00251999999999991
150,0.001,105,20,"betabin",15,6,84,-0.44
150,0.001,105,20,"betabin_dynamic",15,6,NA,NA
150,0.001,105,1,"wasserstein",51,3,93.365,-0.377566666666667
150,0.001,105,1,"bhd",51,3,112.508,-0.249946666666666
150,0.001,105,1,"betabin",51,3,84,-0.44
150,0.001,105,1,"betabin_dynamic",51,3,NA,NA
150,0.001,105,2,"wasserstein",51,3,94.013,-0.373246666666667
150,0.001,105,2,"bhd",51,3,112.517,-0.249886666666666
150,0.001,105,2,"betabin",51,3,84,-0.44
150,0.001,105,2,"betabin_dynamic",51,3,NA,NA
150,0.001,105,3,"wasserstein",51,3,94.449,-0.37034
150,0.001,105,3,"bhd",51,3,114.154,-0.238973333333333
150,0.001,105,3,"betabin",51,3,84,-0.44
150,0.001,105,3,"betabin_dynamic",51,3,NA,NA
150,0.001,105,4,"wasserstein",51,3,94.088,-0.372746666666667
150,0.001,105,4,"bhd",51,3,112.751,-0.248326666666668
150,0.001,105,4,"betabin",51,3,84,-0.44
150,0.001,105,4,"betabin_dynamic",51,3,NA,NA
150,0.001,105,5,"wasserstein",51,3,93.884,-0.374106666666667
150,0.001,105,5,"bhd",51,3,115.338,-0.231080000000001
150,0.001,105,5,"betabin",51,3,84,-0.44
150,0.001,105,5,"betabin_dynamic",51,3,NA,NA
150,0.001,105,6,"wasserstein",51,3,94.983,-0.36678
150,0.001,105,6,"bhd",51,3,114.243,-0.23838
150,0.001,105,6,"betabin",51,3,84,-0.44
150,0.001,105,6,"betabin_dynamic",51,3,NA,NA
150,0.001,105,7,"wasserstein",51,3,94.646,-0.369026666666667
150,0.001,105,7,"bhd",51,3,114.064,-0.239573333333333
150,0.001,105,7,"betabin",51,3,84,-0.44
150,0.001,105,7,"betabin_dynamic",51,3,NA,NA
150,0.001,105,8,"wasserstein",51,3,93.968,-0.373546666666667
150,0.001,105,8,"bhd",51,3,115.083,-0.23278
150,0.001,105,8,"betabin",51,3,84,-0.44
150,0.001,105,8,"betabin_dynamic",51,3,NA,NA
150,0.001,105,9,"wasserstein",51,3,94.672,-0.368853333333333
150,0.001,105,9,"bhd",51,3,114.178,-0.238813333333333
150,0.001,105,9,"betabin",51,3,84,-0.44
150,0.001,105,9,"betabin_dynamic",51,3,NA,NA
150,0.001,105,10,"wasserstein",51,3,93.977,-0.373486666666667
150,0.001,105,10,"bhd",51,3,114.182,-0.238786666666666
150,0.001,105,10,"betabin",51,3,84,-0.44
150,0.001,105,10,"betabin_dynamic",51,3,NA,NA
150,0.001,105,11,"wasserstein",51,3,95.074,-0.366173333333333
150,0.001,105,11,"bhd",51,3,113.072,-0.246186666666667
150,0.001,105,11,"betabin",51,3,84,-0.44
150,0.001,105,11,"betabin_dynamic",51,3,NA,NA
150,0.001,105,12,"wasserstein",51,3,94.817,-0.367886666666667
150,0.001,105,12,"bhd",51,3,114.946,-0.233693333333333
150,0.001,105,12,"betabin",51,3,84,-0.44
150,0.001,105,12,"betabin_dynamic",51,3,NA,NA
150,0.001,105,13,"wasserstein",51,3,94.358,-0.370946666666667
150,0.001,105,13,"bhd",51,3,112.896,-0.247360000000001
150,0.001,105,13,"betabin",51,3,84,-0.44
150,0.001,105,13,"betabin_dynamic",51,3,NA,NA
150,0.001,105,14,"wasserstein",51,3,94.345,-0.371033333333333
150,0.001,105,14,"bhd",51,3,114.698,-0.235346666666667
150,0.001,105,14,"betabin",51,3,84,-0.44
150,0.001,105,14,"betabin_dynamic",51,3,NA,NA
150,0.001,105,15,"wasserstein",51,3,94.931,-0.367126666666667
150,0.001,105,15,"bhd",51,3,114.254,-0.238306666666666
150,0.001,105,15,"betabin",51,3,84,-0.44
150,0.001,105,15,"betabin_dynamic",51,3,NA,NA
150,0.001,105,16,"wasserstein",51,3,93.671,-0.375526666666667
150,0.001,105,16,"bhd",51,3,112.91,-0.247266666666666
150,0.001,105,16,"betabin",51,3,84,-0.44
150,0.001,105,16,"betabin_dynamic",51,3,NA,NA
150,0.001,105,17,"wasserstein",51,3,93.898,-0.374013333333333
150,0.001,105,17,"bhd",51,3,113.387,-0.244086666666667
150,0.001,105,17,"betabin",51,3,84,-0.44
150,0.001,105,17,"betabin_dynamic",51,3,NA,NA
150,0.001,105,18,"wasserstein",51,3,94.477,-0.370153333333333
150,0.001,105,18,"bhd",51,3,113.288,-0.244746666666667
150,0.001,105,18,"betabin",51,3,84,-0.44
150,0.001,105,18,"betabin_dynamic",51,3,NA,NA
