true_Nc,target_fis,n_sample_prop,n_loci,num_N_hypothesized,N_try_max_factor,replicate,method,num_N_hypothesized,N_try_max_factor,N_est
150,0.001,0.5,5000,51,6,1,wasserstein,51,6,68.616
150,0.001,0.5,5000,51,6,1,bhd,51,6,78.901
150,0.001,0.5,5000,51,6,1,betabin,51,6,60
150,0.001,0.5,5000,51,6,1,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,2,wasserstein,51,6,69.251
150,0.001,0.5,5000,51,6,2,bhd,51,6,78.474
150,0.001,0.5,5000,51,6,2,betabin,51,6,60
150,0.001,0.5,5000,51,6,2,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,3,wasserstein,51,6,68.222
150,0.001,0.5,5000,51,6,3,bhd,51,6,80.664
150,0.001,0.5,5000,51,6,3,betabin,51,6,60
150,0.001,0.5,5000,51,6,3,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,4,wasserstein,51,6,68.495
150,0.001,0.5,5000,51,6,4,bhd,51,6,78.469
150,0.001,0.5,5000,51,6,4,betabin,51,6,60
150,0.001,0.5,5000,51,6,4,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,5,wasserstein,51,6,68.341
150,0.001,0.5,5000,51,6,5,bhd,51,6,79.052
150,0.001,0.5,5000,51,6,5,betabin,51,6,60
150,0.001,0.5,5000,51,6,5,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,6,wasserstein,51,6,68.261
150,0.001,0.5,5000,51,6,6,bhd,51,6,79.525
150,0.001,0.5,5000,51,6,6,betabin,51,6,60
150,0.001,0.5,5000,51,6,6,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,7,wasserstein,51,6,68.325
150,0.001,0.5,5000,51,6,7,bhd,51,6,77.881
150,0.001,0.5,5000,51,6,7,betabin,51,6,60
150,0.001,0.5,5000,51,6,7,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,8,wasserstein,51,6,66.853
150,0.001,0.5,5000,51,6,8,bhd,51,6,77.852
150,0.001,0.5,5000,51,6,8,betabin,51,6,60
150,0.001,0.5,5000,51,6,8,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,9,wasserstein,51,6,67.431
150,0.001,0.5,5000,51,6,9,bhd,51,6,78.3509999999999
150,0.001,0.5,5000,51,6,9,betabin,51,6,60
150,0.001,0.5,5000,51,6,9,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,10,wasserstein,51,6,67.517
150,0.001,0.5,5000,51,6,10,bhd,51,6,77.891
150,0.001,0.5,5000,51,6,10,betabin,51,6,60
150,0.001,0.5,5000,51,6,10,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,11,wasserstein,51,6,67.368
150,0.001,0.5,5000,51,6,11,bhd,51,6,77.388
150,0.001,0.5,5000,51,6,11,betabin,51,6,60
150,0.001,0.5,5000,51,6,11,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,12,wasserstein,51,6,68.353
150,0.001,0.5,5000,51,6,12,bhd,51,6,78.979
150,0.001,0.5,5000,51,6,12,betabin,51,6,60
150,0.001,0.5,5000,51,6,12,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,13,wasserstein,51,6,67.677
150,0.001,0.5,5000,51,6,13,bhd,51,6,77.834
150,0.001,0.5,5000,51,6,13,betabin,51,6,60
150,0.001,0.5,5000,51,6,13,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,14,wasserstein,51,6,68.624
150,0.001,0.5,5000,51,6,14,bhd,51,6,78.087
150,0.001,0.5,5000,51,6,14,betabin,51,6,60
150,0.001,0.5,5000,51,6,14,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,15,wasserstein,51,6,67.482
150,0.001,0.5,5000,51,6,15,bhd,51,6,77.905
150,0.001,0.5,5000,51,6,15,betabin,51,6,60
150,0.001,0.5,5000,51,6,15,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,16,wasserstein,51,6,67.574
150,0.001,0.5,5000,51,6,16,bhd,51,6,78.616
150,0.001,0.5,5000,51,6,16,betabin,51,6,60
150,0.001,0.5,5000,51,6,16,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,17,wasserstein,51,6,67.992
150,0.001,0.5,5000,51,6,17,bhd,51,6,77.988
150,0.001,0.5,5000,51,6,17,betabin,51,6,60
150,0.001,0.5,5000,51,6,17,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,18,wasserstein,51,6,68.258
150,0.001,0.5,5000,51,6,18,bhd,51,6,78.793
150,0.001,0.5,5000,51,6,18,betabin,51,6,60
150,0.001,0.5,5000,51,6,18,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,19,wasserstein,51,6,68.165
150,0.001,0.5,5000,51,6,19,bhd,51,6,77.958
150,0.001,0.5,5000,51,6,19,betabin,51,6,60
150,0.001,0.5,5000,51,6,19,betabin_dynamic,51,6,NA
150,0.001,0.5,5000,51,6,20,wasserstein,51,6,68.318
150,0.001,0.5,5000,51,6,20,bhd,51,6,77.364
150,0.001,0.5,5000,51,6,20,betabin,51,6,60
150,0.001,0.5,5000,51,6,20,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,15,3,1,wasserstein,15,3,99.195
150,0.001,0.7,1000,15,3,1,bhd,15,3,125.865
150,0.001,0.7,1000,15,3,1,betabin,15,3,84
150,0.001,0.7,1000,15,3,1,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,2,wasserstein,15,3,96.185
150,0.001,0.7,1000,15,3,2,bhd,15,3,124.02
150,0.001,0.7,1000,15,3,2,betabin,15,3,84
150,0.001,0.7,1000,15,3,2,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,3,wasserstein,15,3,96.95
150,0.001,0.7,1000,15,3,3,bhd,15,3,125.805
150,0.001,0.7,1000,15,3,3,betabin,15,3,84
150,0.001,0.7,1000,15,3,3,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,4,wasserstein,15,3,100.39
150,0.001,0.7,1000,15,3,4,bhd,15,3,126.695
150,0.001,0.7,1000,15,3,4,betabin,15,3,84
150,0.001,0.7,1000,15,3,4,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,5,wasserstein,15,3,97.315
150,0.001,0.7,1000,15,3,5,bhd,15,3,124.5
150,0.001,0.7,1000,15,3,5,betabin,15,3,84
150,0.001,0.7,1000,15,3,5,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,6,wasserstein,15,3,97.465
150,0.001,0.7,1000,15,3,6,bhd,15,3,120.295
150,0.001,0.7,1000,15,3,6,betabin,15,3,84
150,0.001,0.7,1000,15,3,6,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,7,wasserstein,15,3,96.245
150,0.001,0.7,1000,15,3,7,bhd,15,3,120.885
150,0.001,0.7,1000,15,3,7,betabin,15,3,84
150,0.001,0.7,1000,15,3,7,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,8,wasserstein,15,3,97.49
150,0.001,0.7,1000,15,3,8,bhd,15,3,121.805
150,0.001,0.7,1000,15,3,8,betabin,15,3,84
150,0.001,0.7,1000,15,3,8,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,9,wasserstein,15,3,97.13
150,0.001,0.7,1000,15,3,9,bhd,15,3,118.735
150,0.001,0.7,1000,15,3,9,betabin,15,3,84
150,0.001,0.7,1000,15,3,9,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,10,wasserstein,15,3,97.465
150,0.001,0.7,1000,15,3,10,bhd,15,3,123.105
150,0.001,0.7,1000,15,3,10,betabin,15,3,84
150,0.001,0.7,1000,15,3,10,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,11,wasserstein,15,3,99.19
150,0.001,0.7,1000,15,3,11,bhd,15,3,127.795
150,0.001,0.7,1000,15,3,11,betabin,15,3,84
150,0.001,0.7,1000,15,3,11,betabin_dynamic,15,3,315
150,0.001,0.7,1000,15,3,12,wasserstein,15,3,95.99
150,0.001,0.7,1000,15,3,12,bhd,15,3,119.695
150,0.001,0.7,1000,15,3,12,betabin,15,3,84
150,0.001,0.7,1000,15,3,12,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,13,wasserstein,15,3,98.63
150,0.001,0.7,1000,15,3,13,bhd,15,3,126.025
150,0.001,0.7,1000,15,3,13,betabin,15,3,84
150,0.001,0.7,1000,15,3,13,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,14,wasserstein,15,3,98.075
150,0.001,0.7,1000,15,3,14,bhd,15,3,125.795
150,0.001,0.7,1000,15,3,14,betabin,15,3,84
150,0.001,0.7,1000,15,3,14,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,15,wasserstein,15,3,99.39
150,0.001,0.7,1000,15,3,15,bhd,15,3,125.255
150,0.001,0.7,1000,15,3,15,betabin,15,3,84
150,0.001,0.7,1000,15,3,15,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,16,wasserstein,15,3,98.775
150,0.001,0.7,1000,15,3,16,bhd,15,3,130.12
150,0.001,0.7,1000,15,3,16,betabin,15,3,84
150,0.001,0.7,1000,15,3,16,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,17,wasserstein,15,3,97.55
150,0.001,0.7,1000,15,3,17,bhd,15,3,124.52
150,0.001,0.7,1000,15,3,17,betabin,15,3,84
150,0.001,0.7,1000,15,3,17,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,18,wasserstein,15,3,96.835
150,0.001,0.7,1000,15,3,18,bhd,15,3,123.29
150,0.001,0.7,1000,15,3,18,betabin,15,3,84
150,0.001,0.7,1000,15,3,18,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,19,wasserstein,15,3,97.235
150,0.001,0.7,1000,15,3,19,bhd,15,3,124.375
150,0.001,0.7,1000,15,3,19,betabin,15,3,84
150,0.001,0.7,1000,15,3,19,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,3,20,wasserstein,15,3,96.49
150,0.001,0.7,1000,15,3,20,bhd,15,3,122.155
150,0.001,0.7,1000,15,3,20,betabin,15,3,84
150,0.001,0.7,1000,15,3,20,betabin_dynamic,15,3,NA
150,0.001,0.7,1000,15,6,1,wasserstein,15,6,102.525
150,0.001,0.7,1000,15,6,1,bhd,15,6,151.47
150,0.001,0.7,1000,15,6,1,betabin,15,6,84
150,0.001,0.7,1000,15,6,1,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,2,wasserstein,15,6,99.405
150,0.001,0.7,1000,15,6,2,bhd,15,6,142.5
150,0.001,0.7,1000,15,6,2,betabin,15,6,84
150,0.001,0.7,1000,15,6,2,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,3,wasserstein,15,6,99.795
150,0.001,0.7,1000,15,6,3,bhd,15,6,140.745
150,0.001,0.7,1000,15,6,3,betabin,15,6,84
150,0.001,0.7,1000,15,6,3,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,4,wasserstein,15,6,96.87
150,0.001,0.7,1000,15,6,4,bhd,15,6,139.77
150,0.001,0.7,1000,15,6,4,betabin,15,6,84
150,0.001,0.7,1000,15,6,4,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,5,wasserstein,15,6,105.84
150,0.001,0.7,1000,15,6,5,bhd,15,6,149.91
150,0.001,0.7,1000,15,6,5,betabin,15,6,84
150,0.001,0.7,1000,15,6,5,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,6,wasserstein,15,6,98.235
150,0.001,0.7,1000,15,6,6,bhd,15,6,140.16
150,0.001,0.7,1000,15,6,6,betabin,15,6,84
150,0.001,0.7,1000,15,6,6,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,7,wasserstein,15,6,102.135
150,0.001,0.7,1000,15,6,7,bhd,15,6,146.01
150,0.001,0.7,1000,15,6,7,betabin,15,6,84
150,0.001,0.7,1000,15,6,7,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,8,wasserstein,15,6,101.94
150,0.001,0.7,1000,15,6,8,bhd,15,6,144.84
150,0.001,0.7,1000,15,6,8,betabin,15,6,84
150,0.001,0.7,1000,15,6,8,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,9,wasserstein,15,6,105.84
150,0.001,0.7,1000,15,6,9,bhd,15,6,149.715
150,0.001,0.7,1000,15,6,9,betabin,15,6,84
150,0.001,0.7,1000,15,6,9,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,10,wasserstein,15,6,102.33
150,0.001,0.7,1000,15,6,10,bhd,15,6,147.18
150,0.001,0.7,1000,15,6,10,betabin,15,6,84
150,0.001,0.7,1000,15,6,10,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,11,wasserstein,15,6,102.33
150,0.001,0.7,1000,15,6,11,bhd,15,6,150.3
150,0.001,0.7,1000,15,6,11,betabin,15,6,84
150,0.001,0.7,1000,15,6,11,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,12,wasserstein,15,6,105.06
150,0.001,0.7,1000,15,6,12,bhd,15,6,149.325
150,0.001,0.7,1000,15,6,12,betabin,15,6,84
150,0.001,0.7,1000,15,6,12,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,13,wasserstein,15,6,104.28
150,0.001,0.7,1000,15,6,13,bhd,15,6,150.105
150,0.001,0.7,1000,15,6,13,betabin,15,6,84
150,0.001,0.7,1000,15,6,13,betabin_dynamic,15,6,630
150,0.001,0.7,1000,15,6,14,wasserstein,15,6,101.355
150,0.001,0.7,1000,15,6,14,bhd,15,6,144.645
150,0.001,0.7,1000,15,6,14,betabin,15,6,84
150,0.001,0.7,1000,15,6,14,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,15,wasserstein,15,6,101.16
150,0.001,0.7,1000,15,6,15,bhd,15,6,147.96
150,0.001,0.7,1000,15,6,15,betabin,15,6,84
150,0.001,0.7,1000,15,6,15,betabin_dynamic,15,6,630
150,0.001,0.7,1000,15,6,16,wasserstein,15,6,101.55
150,0.001,0.7,1000,15,6,16,bhd,15,6,155.565
150,0.001,0.7,1000,15,6,16,betabin,15,6,84
150,0.001,0.7,1000,15,6,16,betabin_dynamic,15,6,630
150,0.001,0.7,1000,15,6,17,wasserstein,15,6,98.235
150,0.001,0.7,1000,15,6,17,bhd,15,6,140.355
150,0.001,0.7,1000,15,6,17,betabin,15,6,84
150,0.001,0.7,1000,15,6,17,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,18,wasserstein,15,6,99.6
150,0.001,0.7,1000,15,6,18,bhd,15,6,144.45
150,0.001,0.7,1000,15,6,18,betabin,15,6,84
150,0.001,0.7,1000,15,6,18,betabin_dynamic,15,6,630
150,0.001,0.7,1000,15,6,19,wasserstein,15,6,101.355
150,0.001,0.7,1000,15,6,19,bhd,15,6,145.815
150,0.001,0.7,1000,15,6,19,betabin,15,6,84
150,0.001,0.7,1000,15,6,19,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,15,6,20,wasserstein,15,6,105.645
150,0.001,0.7,1000,15,6,20,bhd,15,6,147.765
150,0.001,0.7,1000,15,6,20,betabin,15,6,84
150,0.001,0.7,1000,15,6,20,betabin_dynamic,15,6,NA
150,0.001,0.7,1000,51,3,1,wasserstein,51,3,95.035
150,0.001,0.7,1000,51,3,1,bhd,51,3,112.97
150,0.001,0.7,1000,51,3,1,betabin,51,3,84
150,0.001,0.7,1000,51,3,1,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,2,wasserstein,51,3,94.105
150,0.001,0.7,1000,51,3,2,bhd,51,3,113.015
150,0.001,0.7,1000,51,3,2,betabin,51,3,84
150,0.001,0.7,1000,51,3,2,betabin_dynamic,51,3,315
150,0.001,0.7,1000,51,3,3,wasserstein,51,3,95.085
150,0.001,0.7,1000,51,3,3,bhd,51,3,116.465
150,0.001,0.7,1000,51,3,3,betabin,51,3,84
150,0.001,0.7,1000,51,3,3,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,4,wasserstein,51,3,93.645
150,0.001,0.7,1000,51,3,4,bhd,51,3,116.575
150,0.001,0.7,1000,51,3,4,betabin,51,3,84
150,0.001,0.7,1000,51,3,4,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,5,wasserstein,51,3,94.33
150,0.001,0.7,1000,51,3,5,bhd,51,3,113.855
150,0.001,0.7,1000,51,3,5,betabin,51,3,84
150,0.001,0.7,1000,51,3,5,betabin_dynamic,51,3,315
150,0.001,0.7,1000,51,3,6,wasserstein,51,3,95.595
150,0.001,0.7,1000,51,3,6,bhd,51,3,118.205
150,0.001,0.7,1000,51,3,6,betabin,51,3,84
150,0.001,0.7,1000,51,3,6,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,7,wasserstein,51,3,94.915
150,0.001,0.7,1000,51,3,7,bhd,51,3,116.15
150,0.001,0.7,1000,51,3,7,betabin,51,3,84
150,0.001,0.7,1000,51,3,7,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,8,wasserstein,51,3,93.865
150,0.001,0.7,1000,51,3,8,bhd,51,3,111.045
150,0.001,0.7,1000,51,3,8,betabin,51,3,84
150,0.001,0.7,1000,51,3,8,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,9,wasserstein,51,3,93.795
150,0.001,0.7,1000,51,3,9,bhd,51,3,118.08
150,0.001,0.7,1000,51,3,9,betabin,51,3,84
150,0.001,0.7,1000,51,3,9,betabin_dynamic,51,3,315
150,0.001,0.7,1000,51,3,10,wasserstein,51,3,94.845
150,0.001,0.7,1000,51,3,10,bhd,51,3,112.695
150,0.001,0.7,1000,51,3,10,betabin,51,3,84
150,0.001,0.7,1000,51,3,10,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,11,wasserstein,51,3,93.14
150,0.001,0.7,1000,51,3,11,bhd,51,3,111.48
150,0.001,0.7,1000,51,3,11,betabin,51,3,84
150,0.001,0.7,1000,51,3,11,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,12,wasserstein,51,3,93.635
150,0.001,0.7,1000,51,3,12,bhd,51,3,111.2
150,0.001,0.7,1000,51,3,12,betabin,51,3,84
150,0.001,0.7,1000,51,3,12,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,13,wasserstein,51,3,95.055
150,0.001,0.7,1000,51,3,13,bhd,51,3,112.605
150,0.001,0.7,1000,51,3,13,betabin,51,3,84
150,0.001,0.7,1000,51,3,13,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,14,wasserstein,51,3,94.28
150,0.001,0.7,1000,51,3,14,bhd,51,3,112.03
150,0.001,0.7,1000,51,3,14,betabin,51,3,84
150,0.001,0.7,1000,51,3,14,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,15,wasserstein,51,3,95.5
150,0.001,0.7,1000,51,3,15,bhd,51,3,117.17
150,0.001,0.7,1000,51,3,15,betabin,51,3,84
150,0.001,0.7,1000,51,3,15,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,16,wasserstein,51,3,93.655
150,0.001,0.7,1000,51,3,16,bhd,51,3,117.18
150,0.001,0.7,1000,51,3,16,betabin,51,3,84
150,0.001,0.7,1000,51,3,16,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,17,wasserstein,51,3,95.575
150,0.001,0.7,1000,51,3,17,bhd,51,3,116.785
150,0.001,0.7,1000,51,3,17,betabin,51,3,84
150,0.001,0.7,1000,51,3,17,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,18,wasserstein,51,3,94.895
150,0.001,0.7,1000,51,3,18,bhd,51,3,114.43
150,0.001,0.7,1000,51,3,18,betabin,51,3,84
150,0.001,0.7,1000,51,3,18,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,19,wasserstein,51,3,93.85
150,0.001,0.7,1000,51,3,19,bhd,51,3,111.81
150,0.001,0.7,1000,51,3,19,betabin,51,3,84
150,0.001,0.7,1000,51,3,19,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,3,20,wasserstein,51,3,95.585
150,0.001,0.7,1000,51,3,20,bhd,51,3,116
150,0.001,0.7,1000,51,3,20,betabin,51,3,84
150,0.001,0.7,1000,51,3,20,betabin_dynamic,51,3,NA
150,0.001,0.7,1000,51,6,1,wasserstein,51,6,95.115
150,0.001,0.7,1000,51,6,1,bhd,51,6,129.625
150,0.001,0.7,1000,51,6,1,betabin,51,6,84
150,0.001,0.7,1000,51,6,1,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,2,wasserstein,51,6,96.425
150,0.001,0.7,1000,51,6,2,bhd,51,6,127.505
150,0.001,0.7,1000,51,6,2,betabin,51,6,84
150,0.001,0.7,1000,51,6,2,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,3,wasserstein,51,6,95.36
150,0.001,0.7,1000,51,6,3,bhd,51,6,121.795
150,0.001,0.7,1000,51,6,3,betabin,51,6,84
150,0.001,0.7,1000,51,6,3,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,4,wasserstein,51,6,94.135
150,0.001,0.7,1000,51,6,4,bhd,51,6,124.83
150,0.001,0.7,1000,51,6,4,betabin,51,6,84
150,0.001,0.7,1000,51,6,4,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,5,wasserstein,51,6,95.17
150,0.001,0.7,1000,51,6,5,bhd,51,6,119.78
150,0.001,0.7,1000,51,6,5,betabin,51,6,84
150,0.001,0.7,1000,51,6,5,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,6,wasserstein,51,6,95.5
150,0.001,0.7,1000,51,6,6,bhd,51,6,121.01
150,0.001,0.7,1000,51,6,6,betabin,51,6,84
150,0.001,0.7,1000,51,6,6,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,7,wasserstein,51,6,95.075
150,0.001,0.7,1000,51,6,7,bhd,51,6,121.965
150,0.001,0.7,1000,51,6,7,betabin,51,6,84
150,0.001,0.7,1000,51,6,7,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,8,wasserstein,51,6,97.15
150,0.001,0.7,1000,51,6,8,bhd,51,6,120.805
150,0.001,0.7,1000,51,6,8,betabin,51,6,84
150,0.001,0.7,1000,51,6,8,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,9,wasserstein,51,6,93.765
150,0.001,0.7,1000,51,6,9,bhd,51,6,125.925
150,0.001,0.7,1000,51,6,9,betabin,51,6,84
150,0.001,0.7,1000,51,6,9,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,10,wasserstein,51,6,94.79
150,0.001,0.7,1000,51,6,10,bhd,51,6,131.99
150,0.001,0.7,1000,51,6,10,betabin,51,6,84
150,0.001,0.7,1000,51,6,10,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,11,wasserstein,51,6,94.64
150,0.001,0.7,1000,51,6,11,bhd,51,6,122.765
150,0.001,0.7,1000,51,6,11,betabin,51,6,84
150,0.001,0.7,1000,51,6,11,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,12,wasserstein,51,6,95.61
150,0.001,0.7,1000,51,6,12,bhd,51,6,118.57
150,0.001,0.7,1000,51,6,12,betabin,51,6,84
150,0.001,0.7,1000,51,6,12,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,13,wasserstein,51,6,94.525
150,0.001,0.7,1000,51,6,13,bhd,51,6,124.85
150,0.001,0.7,1000,51,6,13,betabin,51,6,84
150,0.001,0.7,1000,51,6,13,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,14,wasserstein,51,6,96.755
150,0.001,0.7,1000,51,6,14,bhd,51,6,128.385
150,0.001,0.7,1000,51,6,14,betabin,51,6,84
150,0.001,0.7,1000,51,6,14,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,15,wasserstein,51,6,93.605
150,0.001,0.7,1000,51,6,15,bhd,51,6,123.49
150,0.001,0.7,1000,51,6,15,betabin,51,6,84
150,0.001,0.7,1000,51,6,15,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,16,wasserstein,51,6,93.005
150,0.001,0.7,1000,51,6,16,bhd,51,6,122.115
150,0.001,0.7,1000,51,6,16,betabin,51,6,84
150,0.001,0.7,1000,51,6,16,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,17,wasserstein,51,6,95.445
150,0.001,0.7,1000,51,6,17,bhd,51,6,125.86
150,0.001,0.7,1000,51,6,17,betabin,51,6,84
150,0.001,0.7,1000,51,6,17,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,18,wasserstein,51,6,94.04
150,0.001,0.7,1000,51,6,18,bhd,51,6,123.475
150,0.001,0.7,1000,51,6,18,betabin,51,6,84
150,0.001,0.7,1000,51,6,18,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,19,wasserstein,51,6,94.96
150,0.001,0.7,1000,51,6,19,bhd,51,6,129.65
150,0.001,0.7,1000,51,6,19,betabin,51,6,84
150,0.001,0.7,1000,51,6,19,betabin_dynamic,51,6,NA
150,0.001,0.7,1000,51,6,20,wasserstein,51,6,93.005
150,0.001,0.7,1000,51,6,20,bhd,51,6,122.33
150,0.001,0.7,1000,51,6,20,betabin,51,6,84
150,0.001,0.7,1000,51,6,20,betabin_dynamic,51,6,NA
150,0.001,0.7,5000,15,3,1,wasserstein,15,3,98.22
150,0.001,0.7,5000,15,3,1,bhd,15,3,123.976
150,0.001,0.7,5000,15,3,1,betabin,15,3,84
150,0.001,0.7,5000,15,3,1,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,2,wasserstein,15,3,98.613
150,0.001,0.7,5000,15,3,2,bhd,15,3,125.025
150,0.001,0.7,5000,15,3,2,betabin,15,3,84
150,0.001,0.7,5000,15,3,2,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,3,wasserstein,15,3,96.905
150,0.001,0.7,5000,15,3,3,bhd,15,3,124.2
150,0.001,0.7,5000,15,3,3,betabin,15,3,84
150,0.001,0.7,5000,15,3,3,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,4,wasserstein,15,3,97.179
150,0.001,0.7,5000,15,3,4,bhd,15,3,123.19
150,0.001,0.7,5000,15,3,4,betabin,15,3,84
150,0.001,0.7,5000,15,3,4,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,5,wasserstein,15,3,98.713
150,0.001,0.7,5000,15,3,5,bhd,15,3,124.68
150,0.001,0.7,5000,15,3,5,betabin,15,3,84
150,0.001,0.7,5000,15,3,5,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,6,wasserstein,15,3,98.662
150,0.001,0.7,5000,15,3,6,bhd,15,3,124.499
150,0.001,0.7,5000,15,3,6,betabin,15,3,84
150,0.001,0.7,5000,15,3,6,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,7,wasserstein,15,3,98.53
150,0.001,0.7,5000,15,3,7,bhd,15,3,123.601
150,0.001,0.7,5000,15,3,7,betabin,15,3,84
150,0.001,0.7,5000,15,3,7,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,8,wasserstein,15,3,99.391
150,0.001,0.7,5000,15,3,8,bhd,15,3,124.426
150,0.001,0.7,5000,15,3,8,betabin,15,3,84
150,0.001,0.7,5000,15,3,8,betabin_dynamic,15,3,NA
150,0.001,0.7,5000,15,3,9,wasserstein,15,3,96.775
150,0.001,0.7,5000,15,3,9,bhd,15,3,124.067
150,0.001,0.7,5000,15,3,9,betabin,15,3,84
