"true_Nc","sample_prop","n_sample","AFS","replicate","method","num_N_hypothesized","N_try_max_factor","N_est","bias"
100,0.3,30,"uniform",17,"wasserstein",51,6,26.2244897959184,-0.737755102040816
100,0.3,30,"uniform",17,"bhd",51,6,38.2857142857143,-0.617142857142857
100,0.3,30,"uniform",17,"sherwin",51,6,27.9387755102041,-0.720612244897959
100,0.3,30,"uniform",17,"nll",51,6,32,-0.68
100,0.3,30,"uniform",18,"wasserstein",51,6,27.68,-0.7232
100,0.3,30,"uniform",18,"bhd",51,6,36.52,-0.6348
100,0.3,30,"uniform",18,"sherwin",51,6,29.8,-0.702
100,0.3,30,"uniform",18,"nll",51,6,31.78,-0.6822
100,0.3,30,"uniform",19,"wasserstein",51,6,25.38,-0.7462
100,0.3,30,"uniform",19,"bhd",51,6,34.04,-0.6596
100,0.3,30,"uniform",19,"sherwin",51,6,27.46,-0.7254
100,0.3,30,"uniform",19,"nll",51,6,30.48,-0.6952
100,0.3,30,"uniform",20,"wasserstein",51,6,27.24,-0.7276
100,0.3,30,"uniform",20,"bhd",51,6,35.6,-0.644
100,0.3,30,"uniform",20,"sherwin",51,6,30.06,-0.6994
100,0.3,30,"uniform",20,"nll",51,6,32.84,-0.6716
100,0.3,30,"uniform",21,"wasserstein",51,6,27.46,-0.7254
100,0.3,30,"uniform",21,"bhd",51,6,41.18,-0.5882
100,0.3,30,"uniform",21,"sherwin",51,6,30.16,-0.6984
100,0.3,30,"uniform",21,"nll",51,6,34.06,-0.6594
100,0.3,30,"uniform",22,"wasserstein",51,6,26.48,-0.7352
100,0.3,30,"uniform",22,"bhd",51,6,37.28,-0.6272
100,0.3,30,"uniform",22,"sherwin",51,6,29.56,-0.7044
100,0.3,30,"uniform",22,"nll",51,6,31.04,-0.6896
100,0.3,30,"uniform",23,"wasserstein",51,6,26.22,-0.7378
100,0.3,30,"uniform",23,"bhd",51,6,33.2,-0.668
100,0.3,30,"uniform",23,"sherwin",51,6,27.48,-0.7252
100,0.3,30,"uniform",23,"nll",51,6,28.5,-0.715
100,0.3,30,"uniform",24,"wasserstein",51,6,26.42,-0.7358
100,0.3,30,"uniform",24,"bhd",51,6,40.1,-0.599
100,0.3,30,"uniform",24,"sherwin",51,6,30.44,-0.6956
100,0.3,30,"uniform",24,"nll",51,6,31.64,-0.6836
100,0.3,30,"uniform",25,"wasserstein",51,6,27.1,-0.729
100,0.3,30,"uniform",25,"bhd",51,6,38.76,-0.6124
100,0.3,30,"uniform",25,"sherwin",51,6,28.8,-0.712
100,0.3,30,"uniform",25,"nll",51,6,30.62,-0.6938
100,0.7,70,"beta_L_shaped",1,"wasserstein",15,3,67.6875,-0.323125
100,0.7,70,"beta_L_shaped",1,"bhd",15,3,124.75,0.2475
100,0.7,70,"beta_L_shaped",1,"sherwin",15,3,108.708333333333,0.0870833333333334
100,0.7,70,"beta_L_shaped",1,"nll",15,3,112.145833333333,0.121458333333333
100,0.7,70,"beta_L_shaped",2,"wasserstein",15,3,65.5957446808511,-0.344042553191489
100,0.7,70,"beta_L_shaped",2,"bhd",15,3,111.936170212766,0.11936170212766
100,0.7,70,"beta_L_shaped",2,"sherwin",15,3,89,-0.11
100,0.7,70,"beta_L_shaped",2,"nll",15,3,92.2765957446808,-0.0772340425531915
100,0.7,70,"beta_L_shaped",3,"wasserstein",15,3,70.1086956521739,-0.298913043478261
100,0.7,70,"beta_L_shaped",3,"bhd",15,3,112.673913043478,0.126739130434783
100,0.7,70,"beta_L_shaped",3,"sherwin",15,3,105.021739130435,0.0502173913043478
100,0.7,70,"beta_L_shaped",3,"nll",15,3,111,0.11
100,0.7,70,"beta_L_shaped",4,"wasserstein",15,3,66.0833333333333,-0.339166666666667
100,0.7,70,"beta_L_shaped",4,"bhd",15,3,110.541666666667,0.105416666666667
100,0.7,70,"beta_L_shaped",4,"sherwin",15,3,84.875,-0.15125
100,0.7,70,"beta_L_shaped",4,"nll",15,3,90.375,-0.09625
100,0.7,70,"beta_L_shaped",5,"wasserstein",15,3,67,-0.33
100,0.7,70,"beta_L_shaped",5,"bhd",15,3,119.9375,0.199375
100,0.7,70,"beta_L_shaped",5,"sherwin",15,3,101.375,0.01375
100,0.7,70,"beta_L_shaped",5,"nll",15,3,105.041666666667,0.0504166666666666
100,0.7,70,"beta_L_shaped",6,"wasserstein",15,3,66.1020408163265,-0.338979591836735
100,0.7,70,"beta_L_shaped",6,"bhd",15,3,108.755102040816,0.0875510204081633
100,0.7,70,"beta_L_shaped",6,"sherwin",15,3,89,-0.11
100,0.7,70,"beta_L_shaped",6,"nll",15,3,94.6122448979592,-0.0538775510204081
100,0.7,70,"beta_L_shaped",7,"wasserstein",15,3,69.2916666666667,-0.307083333333333
100,0.7,70,"beta_L_shaped",7,"bhd",15,3,120.625,0.20625
100,0.7,70,"beta_L_shaped",7,"sherwin",15,3,104.125,0.04125
100,0.7,70,"beta_L_shaped",7,"nll",15,3,112.145833333333,0.121458333333333
100,0.7,70,"beta_L_shaped",8,"wasserstein",15,3,70.6666666666667,-0.293333333333333
100,0.7,70,"beta_L_shaped",8,"bhd",15,3,117.1875,0.171875
100,0.7,70,"beta_L_shaped",8,"sherwin",15,3,113.979166666667,0.139791666666667
100,0.7,70,"beta_L_shaped",8,"nll",15,3,118.791666666667,0.187916666666667
100,0.7,70,"beta_L_shaped",9,"wasserstein",15,3,68.1702127659574,-0.318297872340426
100,0.7,70,"beta_L_shaped",9,"bhd",15,3,120.36170212766,0.203617021276596
100,0.7,70,"beta_L_shaped",9,"sherwin",15,3,109.595744680851,0.0959574468085107
100,0.7,70,"beta_L_shaped",9,"nll",15,3,111.468085106383,0.11468085106383
100,0.7,70,"beta_L_shaped",10,"wasserstein",15,3,67.6875,-0.323125
100,0.7,70,"beta_L_shaped",10,"bhd",15,3,107.333333333333,0.0733333333333334
100,0.7,70,"beta_L_shaped",10,"sherwin",15,3,88.0833333333333,-0.119166666666667
100,0.7,70,"beta_L_shaped",10,"nll",15,3,94.5,-0.055
100,0.7,70,"beta_L_shaped",11,"wasserstein",15,3,70.6666666666667,-0.293333333333333
100,0.7,70,"beta_L_shaped",11,"bhd",15,3,108.9375,0.089375
100,0.7,70,"beta_L_shaped",11,"sherwin",15,3,98.625,-0.01375
100,0.7,70,"beta_L_shaped",11,"nll",15,3,100.916666666667,0.00916666666666657
100,0.7,70,"beta_L_shaped",12,"wasserstein",15,3,66.7755102040816,-0.332244897959184
100,0.7,70,"beta_L_shaped",12,"bhd",15,3,114.591836734694,0.145918367346939
100,0.7,70,"beta_L_shaped",12,"sherwin",15,3,95.734693877551,-0.0426530612244898
100,0.7,70,"beta_L_shaped",12,"nll",15,3,100.673469387755,0.00673469387755091
100,0.7,70,"beta_L_shaped",13,"wasserstein",15,3,69.5208333333333,-0.304791666666667
100,0.7,70,"beta_L_shaped",13,"bhd",15,3,112.145833333333,0.121458333333333
100,0.7,70,"beta_L_shaped",13,"sherwin",15,3,105.270833333333,0.0527083333333334
100,0.7,70,"beta_L_shaped",13,"nll",15,3,107.333333333333,0.0733333333333334
100,0.7,70,"beta_L_shaped",14,"wasserstein",15,3,66.7755102040816,-0.332244897959184
100,0.7,70,"beta_L_shaped",14,"bhd",15,3,99.5510204081633,-0.00448979591836732
100,0.7,70,"beta_L_shaped",14,"sherwin",15,3,85.6326530612245,-0.143673469387755
100,0.7,70,"beta_L_shaped",14,"nll",15,3,88.5510204081633,-0.114489795918367
100,0.7,70,"beta_L_shaped",15,"wasserstein",15,3,70.2765957446808,-0.297234042553192
100,0.7,70,"beta_L_shaped",15,"bhd",15,3,116.382978723404,0.163829787234043
100,0.7,70,"beta_L_shaped",15,"sherwin",15,3,104.446808510638,0.0444680851063831
100,0.7,70,"beta_L_shaped",15,"nll",15,3,106.553191489362,0.0655319148936171
100,0.7,70,"beta_L_shaped",16,"wasserstein",15,3,67.2244897959184,-0.327755102040816
100,0.7,70,"beta_L_shaped",16,"bhd",15,3,116.612244897959,0.166122448979592
100,0.7,70,"beta_L_shaped",16,"sherwin",15,3,97.0816326530612,-0.0291836734693877
100,0.7,70,"beta_L_shaped",16,"nll",15,3,98.6530612244898,-0.013469387755102
100,0.7,70,"beta_L_shaped",17,"wasserstein",15,3,70.0425531914894,-0.299574468085106
100,0.7,70,"beta_L_shaped",17,"bhd",15,3,114.744680851064,0.147446808510638
100,0.7,70,"beta_L_shaped",17,"sherwin",15,3,103.744680851064,0.0374468085106383
100,0.7,70,"beta_L_shaped",17,"nll",15,3,107.021276595745,0.0702127659574468
100,0.7,70,"beta_L_shaped",18,"wasserstein",15,3,65.8541666666667,-0.341458333333333
100,0.7,70,"beta_L_shaped",18,"bhd",15,3,114.666666666667,0.146666666666667
100,0.7,70,"beta_L_shaped",18,"sherwin",15,3,100,0
100,0.7,70,"beta_L_shaped",18,"nll",15,3,104.8125,0.048125
100,0.7,70,"beta_L_shaped",19,"wasserstein",15,3,64.7551020408163,-0.352448979591837
100,0.7,70,"beta_L_shaped",19,"bhd",15,3,111.897959183673,0.118979591836735
100,0.7,70,"beta_L_shaped",19,"sherwin",15,3,84.0612244897959,-0.159387755102041
100,0.7,70,"beta_L_shaped",19,"nll",15,3,89.6734693877551,-0.103265306122449
100,0.7,70,"beta_L_shaped",20,"wasserstein",15,3,67,-0.33
100,0.7,70,"beta_L_shaped",20,"bhd",15,3,105.270833333333,0.0527083333333333
100,0.7,70,"beta_L_shaped",20,"sherwin",15,3,83.2708333333333,-0.167291666666667
100,0.7,70,"beta_L_shaped",20,"nll",15,3,86.25,-0.1375
100,0.7,70,"beta_L_shaped",21,"wasserstein",15,3,68.4042553191489,-0.315957446808511
100,0.7,70,"beta_L_shaped",21,"bhd",15,3,118.489361702128,0.184893617021277
100,0.7,70,"beta_L_shaped",21,"sherwin",15,3,103.978723404255,0.0397872340425532
100,0.7,70,"beta_L_shaped",21,"nll",15,3,108.893617021277,0.088936170212766
100,0.7,70,"beta_L_shaped",22,"wasserstein",15,3,69.0625,-0.309375
100,0.7,70,"beta_L_shaped",22,"bhd",15,3,101.145833333333,0.0114583333333334
100,0.7,70,"beta_L_shaped",22,"sherwin",15,3,91.2916666666667,-0.0870833333333334
100,0.7,70,"beta_L_shaped",22,"nll",15,3,101.375,0.01375
100,0.7,70,"beta_L_shaped",23,"wasserstein",15,3,66.3125,-0.336875
100,0.7,70,"beta_L_shaped",23,"bhd",15,3,116.041666666667,0.160416666666667
100,0.7,70,"beta_L_shaped",23,"sherwin",15,3,94.0416666666667,-0.0595833333333334
100,0.7,70,"beta_L_shaped",23,"nll",15,3,97.7083333333333,-0.0229166666666666
100,0.7,70,"beta_L_shaped",24,"wasserstein",15,3,68.8723404255319,-0.311276595744681
100,0.7,70,"beta_L_shaped",24,"bhd",15,3,118.255319148936,0.182553191489362
100,0.7,70,"beta_L_shaped",24,"sherwin",15,3,100.936170212766,0.00936170212765958
100,0.7,70,"beta_L_shaped",24,"nll",15,3,104.68085106383,0.0468085106382979
100,0.7,70,"beta_L_shaped",25,"wasserstein",15,3,68.1458333333333,-0.318541666666667
100,0.7,70,"beta_L_shaped",25,"bhd",15,3,119.479166666667,0.194791666666667
100,0.7,70,"beta_L_shaped",25,"sherwin",15,3,100.229166666667,0.00229166666666657
100,0.7,70,"beta_L_shaped",25,"nll",15,3,106.645833333333,0.0664583333333334
100,0.7,70,"beta_L_shaped",1,"wasserstein",15,6,70.625,-0.29375
100,0.7,70,"beta_L_shaped",1,"bhd",15,6,139.958333333333,0.399583333333333
100,0.7,70,"beta_L_shaped",1,"sherwin",15,6,130.75,0.3075
100,0.7,70,"beta_L_shaped",1,"nll",15,6,130.75,0.3075
100,0.7,70,"beta_L_shaped",2,"wasserstein",15,6,74.4166666666667,-0.255833333333333
100,0.7,70,"beta_L_shaped",2,"bhd",15,6,163.791666666667,0.637916666666667
100,0.7,70,"beta_L_shaped",2,"sherwin",15,6,158.375,0.58375
100,0.7,70,"beta_L_shaped",2,"nll",15,6,174.083333333333,0.740833333333333
100,0.7,70,"beta_L_shaped",3,"wasserstein",15,6,72.7916666666667,-0.272083333333333
100,0.7,70,"beta_L_shaped",3,"bhd",15,6,167.041666666667,0.670416666666667
100,0.7,70,"beta_L_shaped",3,"sherwin",15,6,163.791666666667,0.637916666666667
100,0.7,70,"beta_L_shaped",3,"nll",15,6,160.541666666667,0.605416666666667
100,0.7,70,"beta_L_shaped",4,"wasserstein",15,6,75.3617021276596,-0.246382978723404
100,0.7,70,"beta_L_shaped",4,"bhd",15,6,133.446808510638,0.334468085106383
100,0.7,70,"beta_L_shaped",4,"sherwin",15,6,134.553191489362,0.345531914893617
100,0.7,70,"beta_L_shaped",4,"nll",15,6,142.851063829787,0.428510638297872
100,0.7,70,"beta_L_shaped",5,"wasserstein",15,6,69,-0.31
100,0.7,70,"beta_L_shaped",5,"bhd",15,6,141.041666666667,0.410416666666667
100,0.7,70,"beta_L_shaped",5,"sherwin",15,6,138.875,0.38875
100,0.7,70,"beta_L_shaped",5,"nll",15,6,147,0.47
100,0.7,70,"beta_L_shaped",6,"wasserstein",15,6,69,-0.31
100,0.7,70,"beta_L_shaped",6,"bhd",15,6,108.541666666667,0.0854166666666666
100,0.7,70,"beta_L_shaped",6,"sherwin",15,6,105.833333333333,0.0583333333333333
100,0.7,70,"beta_L_shaped",6,"nll",15,6,95,-0.05
100,0.7,70,"beta_L_shaped",7,"wasserstein",15,6,69,-0.31
100,0.7,70,"beta_L_shaped",7,"bhd",15,6,144.291666666667,0.442916666666667
100,0.7,70,"beta_L_shaped",7,"sherwin",15,6,144.833333333333,0.448333333333333
100,0.7,70,"beta_L_shaped",7,"nll",15,6,151.333333333333,0.513333333333333
100,0.7,70,"beta_L_shaped",8,"wasserstein",15,6,74.5714285714286,-0.254285714285714
100,0.7,70,"beta_L_shaped",8,"bhd",15,6,137.183673469388,0.371836734693878
100,0.7,70,"beta_L_shaped",8,"sherwin",15,6,139.30612244898,0.393061224489796
100,0.7,70,"beta_L_shaped",8,"nll",15,6,135.591836734694,0.355918367346939
100,0.7,70,"beta_L_shaped",9,"wasserstein",15,6,71.1666666666667,-0.288333333333333
100,0.7,70,"beta_L_shaped",9,"bhd",15,6,129.666666666667,0.296666666666667
100,0.7,70,"beta_L_shaped",9,"sherwin",15,6,122.083333333333,0.220833333333333
100,0.7,70,"beta_L_shaped",9,"nll",15,6,128.583333333333,0.285833333333333
100,0.7,70,"beta_L_shaped",10,"wasserstein",15,6,75.9148936170213,-0.240851063829787
100,0.7,70,"beta_L_shaped",10,"bhd",15,6,136.765957446808,0.367659574468085
100,0.7,70,"beta_L_shaped",10,"sherwin",15,6,132.340425531915,0.323404255319149
100,0.7,70,"beta_L_shaped",10,"nll",15,6,132.893617021277,0.328936170212766
100,0.7,70,"beta_L_shaped",11,"wasserstein",15,6,74.4166666666667,-0.255833333333333
100,0.7,70,"beta_L_shaped",11,"bhd",15,6,146.458333333333,0.464583333333333
100,0.7,70,"beta_L_shaped",11,"sherwin",15,6,161.083333333333,0.610833333333333
100,0.7,70,"beta_L_shaped",11,"nll",15,6,152.958333333333,0.529583333333333
100,0.7,70,"beta_L_shaped",12,"wasserstein",15,6,74.2553191489362,-0.257446808510638
100,0.7,70,"beta_L_shaped",12,"bhd",15,6,157.787234042553,0.577872340425532
100,0.7,70,"beta_L_shaped",12,"sherwin",15,6,155.021276595745,0.550212765957447
100,0.7,70,"beta_L_shaped",12,"nll",15,6,152.255319148936,0.522553191489362
100,0.7,70,"beta_L_shaped",13,"wasserstein",15,6,71.1666666666667,-0.288333333333333
100,0.7,70,"beta_L_shaped",13,"bhd",15,6,156.75,0.5675
100,0.7,70,"beta_L_shaped",13,"sherwin",15,6,145.916666666667,0.459166666666667
100,0.7,70,"beta_L_shaped",13,"nll",15,6,148.083333333333,0.480833333333333
100,0.7,70,"beta_L_shaped",14,"wasserstein",15,6,71.1666666666667,-0.288333333333333
100,0.7,70,"beta_L_shaped",14,"bhd",15,6,125.333333333333,0.253333333333333
100,0.7,70,"beta_L_shaped",14,"sherwin",15,6,123.166666666667,0.231666666666667
100,0.7,70,"beta_L_shaped",14,"nll",15,6,124.791666666667,0.247916666666667
100,0.7,70,"beta_L_shaped",15,"wasserstein",15,6,71.2608695652174,-0.287391304347826
100,0.7,70,"beta_L_shaped",15,"bhd",15,6,154.913043478261,0.549130434782609
100,0.7,70,"beta_L_shaped",15,"sherwin",15,6,155.478260869565,0.554782608695652
100,0.7,70,"beta_L_shaped",15,"nll",15,6,163.391304347826,0.633913043478261
100,0.7,70,"beta_L_shaped",16,"wasserstein",15,6,67.9166666666667,-0.320833333333333
100,0.7,70,"beta_L_shaped",16,"bhd",15,6,123.166666666667,0.231666666666667
100,0.7,70,"beta_L_shaped",16,"sherwin",15,6,100.416666666667,0.00416666666666657
100,0.7,70,"beta_L_shaped",16,"nll",15,6,102.583333333333,0.0258333333333334
100,0.7,70,"beta_L_shaped",17,"wasserstein",15,6,69.8297872340426,-0.301702127659574
100,0.7,70,"beta_L_shaped",17,"bhd",15,6,140.63829787234,0.406382978723404
100,0.7,70,"beta_L_shaped",17,"sherwin",15,6,124.042553191489,0.240425531914894
100,0.7,70,"beta_L_shaped",17,"nll",15,6,127.914893617021,0.279148936170212
100,0.7,70,"beta_L_shaped",18,"wasserstein",15,6,72.25,-0.2775
100,0.7,70,"beta_L_shaped",18,"bhd",15,6,172.458333333333,0.724583333333333
100,0.7,70,"beta_L_shaped",18,"sherwin",15,6,160.541666666667,0.605416666666667
100,0.7,70,"beta_L_shaped",18,"nll",15,6,160.541666666667,0.605416666666667
100,0.7,70,"beta_L_shaped",19,"wasserstein",15,6,72.0425531914894,-0.279574468085106
100,0.7,70,"beta_L_shaped",19,"bhd",15,6,149.489361702128,0.494893617021277
100,0.7,70,"beta_L_shaped",19,"sherwin",15,6,141.191489361702,0.411914893617021
100,0.7,70,"beta_L_shaped",19,"nll",15,6,142.851063829787,0.428510638297872
100,0.7,70,"beta_L_shaped",20,"wasserstein",15,6,67.9166666666667,-0.320833333333333
100,0.7,70,"beta_L_shaped",20,"bhd",15,6,136.166666666667,0.361666666666667
100,0.7,70,"beta_L_shaped",20,"sherwin",15,6,125.875,0.25875
100,0.7,70,"beta_L_shaped",20,"nll",15,6,130.75,0.3075
100,0.7,70,"beta_L_shaped",21,"wasserstein",15,6,70.625,-0.29375
100,0.7,70,"beta_L_shaped",21,"bhd",15,6,148.083333333333,0.480833333333333
100,0.7,70,"beta_L_shaped",21,"sherwin",15,6,132.375,0.32375
100,0.7,70,"beta_L_shaped",21,"nll",15,6,130.75,0.3075
100,0.7,70,"beta_L_shaped",22,"wasserstein",15,6,72.25,-0.2775
100,0.7,70,"beta_L_shaped",22,"bhd",15,6,160,0.6
100,0.7,70,"beta_L_shaped",22,"sherwin",15,6,159.458333333333,0.594583333333333
100,0.7,70,"beta_L_shaped",22,"nll",15,6,174.083333333333,0.740833333333333
100,0.7,70,"beta_L_shaped",23,"wasserstein",15,6,68.7234042553192,-0.312765957446808
100,0.7,70,"beta_L_shaped",23,"bhd",15,6,140.085106382979,0.400851063829788
100,0.7,70,"beta_L_shaped",23,"sherwin",15,6,126.255319148936,0.262553191489361
100,0.7,70,"beta_L_shaped",23,"nll",15,6,130.127659574468,0.301276595744681
100,0.7,70,"beta_L_shaped",24,"wasserstein",15,6,72.0425531914894,-0.279574468085106
100,0.7,70,"beta_L_shaped",24,"bhd",15,6,171.617021276596,0.716170212765957
100,0.7,70,"beta_L_shaped",24,"sherwin",15,6,176.595744680851,0.76595744680851
100,0.7,70,"beta_L_shaped",24,"nll",15,6,172.170212765957,0.721702127659574
100,0.7,70,"beta_L_shaped",25,"wasserstein",15,6,71.7083333333333,-0.282916666666667
100,0.7,70,"beta_L_shaped",25,"bhd",15,6,173,0.73
100,0.7,70,"beta_L_shaped",25,"sherwin",15,6,166.5,0.665
100,0.7,70,"beta_L_shaped",25,"nll",15,6,174.625,0.74625
100,0.7,70,"beta_L_shaped",1,"wasserstein",51,3,66.4583333333333,-0.335416666666667
100,0.7,70,"beta_L_shaped",1,"bhd",51,3,125.041666666667,0.250416666666667
100,0.7,70,"beta_L_shaped",1,"sherwin",51,3,108.895833333333,0.0889583333333334
100,0.7,70,"beta_L_shaped",1,"nll",51,3,107.354166666667,0.0735416666666666
100,0.7,70,"beta_L_shaped",2,"wasserstein",51,3,71.6170212765958,-0.283829787234043
100,0.7,70,"beta_L_shaped",2,"bhd",51,3,118.744680851064,0.187446808510638
100,0.7,70,"beta_L_shaped",2,"sherwin",51,3,115.595744680851,0.155957446808511
100,0.7,70,"beta_L_shaped",2,"nll",51,3,120.702127659574,0.207021276595745
100,0.7,70,"beta_L_shaped",3,"wasserstein",51,3,69.0625,-0.309375
100,0.7,70,"beta_L_shaped",3,"bhd",51,3,115.145833333333,0.151458333333333
100,0.7,70,"beta_L_shaped",3,"sherwin",51,3,104.541666666667,0.0454166666666666
100,0.7,70,"beta_L_shaped",3,"nll",51,3,111.6875,0.116875
100,0.7,70,"beta_L_shaped",4,"wasserstein",51,3,66.1041666666667,-0.338958333333333
100,0.7,70,"beta_L_shaped",4,"bhd",51,3,112.145833333333,0.121458333333333
100,0.7,70,"beta_L_shaped",4,"sherwin",51,3,94.9583333333333,-0.0504166666666666
100,0.7,70,"beta_L_shaped",4,"nll",51,3,95.1458333333333,-0.0485416666666666
100,0.7,70,"beta_L_shaped",5,"wasserstein",51,3,66.4468085106383,-0.335531914893617
100,0.7,70,"beta_L_shaped",5,"bhd",51,3,120.127659574468,0.201276595744681
100,0.7,70,"beta_L_shaped",5,"sherwin",51,3,106.872340425532,0.0687234042553193
100,0.7,70,"beta_L_shaped",5,"nll",51,3,103.723404255319,0.0372340425531915
100,0.7,70,"beta_L_shaped",6,"wasserstein",51,3,69.2083333333333,-0.307916666666667
100,0.7,70,"beta_L_shaped",6,"bhd",51,3,117.354166666667,0.173541666666667
100,0.7,70,"beta_L_shaped",6,"sherwin",51,3,111.875,0.11875
100,0.7,70,"beta_L_shaped",6,"nll",51,3,108.854166666667,0.0885416666666666
100,0.7,70,"beta_L_shaped",7,"wasserstein",51,3,69.4791666666667,-0.305208333333333
100,0.7,70,"beta_L_shaped",7,"bhd",51,3,122.354166666667,0.223541666666667
100,0.7,70,"beta_L_shaped",7,"sherwin",51,3,118.666666666667,0.186666666666667
100,0.7,70,"beta_L_shaped",7,"nll",51,3,112.291666666667,0.122916666666667
100,0.7,70,"beta_L_shaped",8,"wasserstein",51,3,68.4583333333333,-0.315416666666667
100,0.7,70,"beta_L_shaped",8,"bhd",51,3,132.645833333333,0.326458333333333
100,0.7,70,"beta_L_shaped",8,"sherwin",51,3,123.708333333333,0.237083333333333
100,0.7,70,"beta_L_shaped",8,"nll",51,3,119.083333333333,0.190833333333333
100,0.7,70,"beta_L_shaped",9,"wasserstein",51,3,68.1224489795918,-0.318775510204082
100,0.7,70,"beta_L_shaped",9,"bhd",51,3,126.163265306122,0.261632653061225
100,0.7,70,"beta_L_shaped",9,"sherwin",51,3,114.755102040816,0.147551020408163
100,0.7,70,"beta_L_shaped",9,"nll",51,3,111.775510204082,0.117755102040816
100,0.7,70,"beta_L_shaped",10,"wasserstein",51,3,69.0833333333333,-0.309166666666667
100,0.7,70,"beta_L_shaped",10,"bhd",51,3,120.979166666667,0.209791666666667
100,0.7,70,"beta_L_shaped",10,"sherwin",51,3,103.979166666667,0.0397916666666666
100,0.7,70,"beta_L_shaped",10,"nll",51,3,108.541666666667,0.0854166666666666
100,0.7,70,"beta_L_shaped",11,"wasserstein",51,3,67.3125,-0.326875
100,0.7,70,"beta_L_shaped",11,"bhd",51,3,100.583333333333,0.00583333333333343
100,0.7,70,"beta_L_shaped",11,"sherwin",51,3,100.895833333333,0.00895833333333343
100,0.7,70,"beta_L_shaped",11,"nll",51,3,96.7291666666667,-0.0327083333333333
100,0.7,70,"beta_L_shaped",12,"wasserstein",51,3,67.1458333333333,-0.328541666666667
100,0.7,70,"beta_L_shaped",12,"bhd",51,3,102.5625,0.025625
100,0.7,70,"beta_L_shaped",12,"sherwin",51,3,110.020833333333,0.100208333333333
100,0.7,70,"beta_L_shaped",12,"nll",51,3,105.416666666667,0.0541666666666666
100,0.7,70,"beta_L_shaped",13,"wasserstein",51,3,67.7708333333333,-0.322291666666667
100,0.7,70,"beta_L_shaped",13,"bhd",51,3,134,0.34
100,0.7,70,"beta_L_shaped",13,"sherwin",51,3,117.5,0.175
100,0.7,70,"beta_L_shaped",13,"nll",51,3,120.770833333333,0.207708333333333
100,0.7,70,"beta_L_shaped",14,"wasserstein",51,3,66.8085106382979,-0.331914893617021
100,0.7,70,"beta_L_shaped",14,"bhd",51,3,122.702127659574,0.227021276595745
100,0.7,70,"beta_L_shaped",14,"sherwin",51,3,110.553191489362,0.105531914893617
100,0.7,70,"beta_L_shaped",14,"nll",51,3,107.957446808511,0.0795744680851063
100,0.7,70,"beta_L_shaped",15,"wasserstein",51,3,68.468085106383,-0.31531914893617
100,0.7,70,"beta_L_shaped",15,"bhd",51,3,111,0.11
100,0.7,70,"beta_L_shaped",15,"sherwin",51,3,103.617021276596,0.0361702127659575
100,0.7,70,"beta_L_shaped",15,"nll",51,3,99.6808510638298,-0.00319148936170208
100,0.7,70,"beta_L_shaped",16,"wasserstein",51,3,68.3125,-0.316875
100,0.7,70,"beta_L_shaped",16,"bhd",51,3,128.541666666667,0.285416666666667
100,0.7,70,"beta_L_shaped",16,"sherwin",51,3,115.520833333333,0.155208333333333
100,0.7,70,"beta_L_shaped",16,"nll",51,3,117.854166666667,0.178541666666667
100,0.7,70,"beta_L_shaped",17,"wasserstein",51,3,68.8958333333333,-0.311041666666667
100,0.7,70,"beta_L_shaped",17,"bhd",51,3,109.395833333333,0.0939583333333334
100,0.7,70,"beta_L_shaped",17,"sherwin",51,3,95.2291666666667,-0.0477083333333333
100,0.7,70,"beta_L_shaped",17,"nll",51,3,93.0416666666667,-0.0695833333333334
100,0.7,70,"beta_L_shaped",18,"wasserstein",51,3,66.8936170212766,-0.331063829787234
100,0.7,70,"beta_L_shaped",18,"bhd",51,3,117.63829787234,0.176382978723404
100,0.7,70,"beta_L_shaped",18,"sherwin",51,3,102.276595744681,0.0227659574468086
100,0.7,70,"beta_L_shaped",18,"nll",51,3,98.8510638297872,-0.0114893617021276
100,0.7,70,"beta_L_shaped",19,"wasserstein",51,3,68.1458333333333,-0.318541666666667
100,0.7,70,"beta_L_shaped",19,"bhd",51,3,109.229166666667,0.0922916666666667
100,0.7,70,"beta_L_shaped",19,"sherwin",51,3,101.104166666667,0.0110416666666666
100,0.7,70,"beta_L_shaped",19,"nll",51,3,98.625,-0.01375
100,0.7,70,"beta_L_shaped",20,"wasserstein",51,3,71.1632653061225,-0.288367346938775
100,0.7,70,"beta_L_shaped",20,"bhd",51,3,125.326530612245,0.253265306122449
100,0.7,70,"beta_L_shaped",20,"sherwin",51,3,127.34693877551,0.273469387755102
100,0.7,70,"beta_L_shaped",20,"nll",51,3,122.877551020408,0.228775510204082
100,0.7,70,"beta_L_shaped",21,"wasserstein",51,3,70.9583333333333,-0.290416666666667
100,0.7,70,"beta_L_shaped",21,"bhd",51,3,133.520833333333,0.335208333333333
100,0.7,70,"beta_L_shaped",21,"sherwin",51,3,128.104166666667,0.281041666666667
100,0.7,70,"beta_L_shaped",21,"nll",51,3,124.75,0.2475
100,0.7,70,"beta_L_shaped",22,"wasserstein",51,3,68.1666666666667,-0.318333333333333
100,0.7,70,"beta_L_shaped",22,"bhd",51,3,115.770833333333,0.157708333333333
100,0.7,70,"beta_L_shaped",22,"sherwin",51,3,99.4791666666667,-0.00520833333333343
100,0.7,70,"beta_L_shaped",22,"nll",51,3,97.75,-0.0225
