"true_Nc","target_fis","n_sample_prop","n_loci","method","num_N_hypothesized","N_try_max_factor","mean_bias","median_bias","rmse","cv"
600,0.001,0.2,1000,"betabin",15,6,-0.84,-0.84,504,0
600,0.001,0.2,1000,"betabin",51,3,-0.84,-0.84,504,0
600,0.001,0.2,1000,"betabin",51,6,-0.84,-0.84,504,0
600,0.001,0.2,1000,"betabin_dynamic",15,3,-0.4,-0.4,240,0
600,0.001,0.2,1000,"betabin_dynamic",15,6,NA,NA,NA,NA
600,0.001,0.2,1000,"betabin_dynamic",51,3,-0.4,-0.4,240,0
600,0.001,0.2,1000,"betabin_dynamic",51,6,NA,NA,NA,NA
600,0.001,0.2,1000,"bhd",15,3,-0.743729583333333,-0.743204166666667,446.251202890536,0.0231205254967127
600,0.001,0.2,1000,"bhd",15,6,-0.681729583333333,-0.6828,409.056739189382,0.0211760825249064
600,0.001,0.2,1000,"bhd",51,3,-0.76793875,-0.768595833333333,460.782618442525,0.0311307904081994
600,0.001,0.2,1000,"bhd",51,6,-0.737765416666667,-0.736275,442.697870317613,0.0381297663547833
600,0.001,0.2,1000,"wasserstein",15,3,-0.816258333333333,-0.815854166666667,489.757298495898,0.0139638800217818
600,0.001,0.2,1000,"wasserstein",15,6,-0.819197916666667,-0.819379166666667,491.522381022726,0.0178683250698571
600,0.001,0.2,1000,"wasserstein",51,3,-0.822112083333333,-0.821554166666667,493.268543446417,0.0108585326768644
600,0.001,0.2,1000,"wasserstein",51,6,-0.819826666666667,-0.820025,491.897143882743,0.0100679044099676
600,0.001,0.2,5000,"betabin",15,3,-0.84,-0.84,504,0
600,0.001,0.2,5000,"betabin",15,6,-0.84,-0.84,504,0
600,0.001,0.2,5000,"betabin",51,3,-0.84,-0.84,504,0
600,0.001,0.2,5000,"betabin",51,6,-0.84,-0.84,504,0
600,0.001,0.2,5000,"betabin_dynamic",15,3,NA,NA,NA,NA
600,0.001,0.2,5000,"betabin_dynamic",15,6,NA,NA,NA,NA
600,0.001,0.2,5000,"betabin_dynamic",51,3,-0.4,-0.4,240,NA
600,0.001,0.2,5000,"betabin_dynamic",51,6,NA,NA,NA,NA
600,0.001,0.2,5000,"bhd",15,3,-0.744406,-0.745361666666667,446.649357019239,0.0151716245826414
600,0.001,0.2,5000,"bhd",15,6,-0.677741166666667,-0.6772875,406.654957396071,0.0153258995171153
600,0.001,0.2,5000,"bhd",51,3,-0.7681595,-0.767865833333333,460.902996828291,0.0191285808286417
600,0.001,0.2,5000,"bhd",51,6,-0.736470083333333,-0.734581666666667,441.896713273192,0.0233584631867154
600,0.001,0.2,5000,"wasserstein",15,3,-0.816037916666667,-0.815965,489.623134327668,0.00570236918037566
600,0.001,0.2,5000,"wasserstein",15,6,-0.81871225,-0.81868,491.227817348682,0.00639139074986147
600,0.001,0.2,5000,"wasserstein",51,3,-0.821865083333333,-0.821976666666667,493.119220365877,0.00393477699603835
600,0.001,0.2,5000,"wasserstein",51,6,-0.819515833333333,-0.819420833333333,491.710038795833,0.00689650998066781
600,0.001,0.3,1000,"betabin",15,3,-0.76,-0.76,456,0
600,0.001,0.3,1000,"betabin",15,6,-0.76,-0.76,456,0
600,0.001,0.3,1000,"betabin",51,3,-0.76,-0.76,456,0
600,0.001,0.3,1000,"betabin",51,6,-0.76,-0.76,456,0
600,0.001,0.3,1000,"betabin_dynamic",15,3,-0.1,-0.1,60,0
600,0.001,0.3,1000,"betabin_dynamic",15,6,0.8,0.8,480,0
600,0.001,0.3,1000,"betabin_dynamic",51,3,-0.1,-0.1,60,0
600,0.001,0.3,1000,"betabin_dynamic",51,6,0.8,0.8,480,0
600,0.001,0.3,1000,"bhd",15,3,-0.541135,-0.541483333333333,324.844860822055,0.0384448173668132
600,0.001,0.3,1000,"bhd",15,6,-0.37887375,-0.380195833333333,227.631471234208,0.0325474706003279
600,0.001,0.3,1000,"bhd",51,3,-0.5673325,-0.564995833333333,340.532195908111,0.0375675794261872
600,0.001,0.3,1000,"bhd",51,6,-0.42516125,-0.4308,256.095421891431,0.0672116289551298
600,0.001,0.3,1000,"wasserstein",15,3,-0.731644583333333,-0.731233333333333,438.988682335604,0.00829963590781113
600,0.001,0.3,1000,"wasserstein",15,6,-0.725539166666667,-0.725125,435.332661355084,0.0175958303595722
600,0.001,0.3,1000,"wasserstein",51,3,-0.74035,-0.7399625,444.211503934218,0.00761241701629965
600,0.001,0.3,1000,"wasserstein",51,6,-0.73636125,-0.736133333333333,441.817784150039,0.00620020172588666
600,0.001,0.3,5000,"betabin",15,3,-0.76,-0.76,456,0
600,0.001,0.3,5000,"betabin",15,6,-0.76,-0.76,456,0
600,0.001,0.3,5000,"betabin",51,3,-0.76,-0.76,456,0
600,0.001,0.3,5000,"betabin",51,6,-0.76,-0.76,456,0
600,0.001,0.3,5000,"betabin_dynamic",15,3,-0.1,-0.1,60,NA
600,0.001,0.3,5000,"betabin_dynamic",15,6,NA,NA,NA,NA
600,0.001,0.3,5000,"betabin_dynamic",51,3,-0.1,-0.1,60,NA
600,0.001,0.3,5000,"betabin_dynamic",51,6,NA,NA,NA,NA
600,0.001,0.3,5000,"bhd",15,3,-0.545324666666667,-0.5465925,327.217554688314,0.0145126507350153
600,0.001,0.3,5000,"bhd",15,6,-0.376451833333333,-0.376975833333333,225.986434437778,0.0197969007544299
600,0.001,0.3,5000,"bhd",51,3,-0.5647535,-0.5651025,338.873181751374,0.0148501844014086
600,0.001,0.3,5000,"bhd",51,6,-0.4382385,-0.439283333333333,263.04251093464,0.0220109600465793
600,0.001,0.3,5000,"wasserstein",15,3,-0.732844416666667,-0.732791666666667,439.707459546515,0.00540057883809247
600,0.001,0.3,5000,"wasserstein",15,6,-0.724699916666667,-0.723784166666667,434.82284823506,0.00986092962630505
600,0.001,0.3,5000,"wasserstein",51,3,-0.739351666666667,-0.739405,443.611270920837,0.00321639528105566
600,0.001,0.3,5000,"wasserstein",51,6,-0.736538916666667,-0.736330833333333,441.923682508813,0.00351852473091065
600,0.001,0.5,1000,"betabin",15,3,-0.6,-0.6,360,0
600,0.001,0.5,1000,"betabin",15,6,-0.6,-0.6,360,0
600,0.001,0.5,1000,"betabin",51,3,-0.6,-0.6,360,0
600,0.001,0.5,1000,"betabin",51,6,-0.6,-0.6,360,0
600,0.001,0.5,1000,"betabin_dynamic",15,3,0.5,0.5,300,0
600,0.001,0.5,1000,"betabin_dynamic",15,6,2,2,1200,0
600,0.001,0.5,1000,"betabin_dynamic",51,3,0.5,0.5,300,0
600,0.001,0.5,1000,"betabin_dynamic",51,6,2,2,1200,0
600,0.001,0.5,1000,"bhd",15,3,-0.0838770833333333,-0.0922916666666667,53.3473600448045,0.0330331951510931
600,0.001,0.5,1000,"bhd",15,6,0.452194583333333,0.444433333333333,272.447654144333,0.0291998364856565
600,0.001,0.5,1000,"bhd",51,3,-0.083135,-0.0776916666666666,51.8087376559205,0.0261122371525676
600,0.001,0.5,1000,"bhd",51,6,0.397685833333333,0.3904,246.348448406926,0.0749402556876179
600,0.001,0.5,1000,"wasserstein",15,3,-0.517002916666667,-0.517816666666667,310.225905903666,0.0137056506444976
600,0.001,0.5,1000,"wasserstein",15,6,-0.5082225,-0.508579166666667,305.047399263623,0.0289825683150332
600,0.001,0.5,1000,"wasserstein",51,3,-0.491927916666667,-0.493370833333333,295.252910347637,0.0253592470169367
600,0.001,0.5,1000,"wasserstein",51,6,-0.522136666666667,-0.521808333333333,313.297254711879,0.0110630085843432
600,0.001,0.5,5000,"betabin",15,3,-0.6,-0.6,360,0
600,0.001,0.5,5000,"betabin",15,6,-0.6,-0.6,360,0
600,0.001,0.5,5000,"betabin",51,3,-0.6,-0.6,360,0
600,0.001,0.5,5000,"betabin",51,6,-0.6,-0.6,360,0
600,0.001,0.5,5000,"betabin_dynamic",15,3,0.5,0.5,300,0
600,0.001,0.5,5000,"betabin_dynamic",15,6,2,2,1200,0
600,0.001,0.5,5000,"betabin_dynamic",51,3,0.5,0.5,300,0
600,0.001,0.5,5000,"betabin_dynamic",51,6,2,2,1200,0
600,0.001,0.5,5000,"bhd",15,3,-0.0759313333333334,-0.077335,46.2375308066943,0.0146064321133339
600,0.001,0.5,5000,"bhd",15,6,0.438739333333333,0.433656666666667,264.088140550461,0.025081704099265
600,0.001,0.5,5000,"bhd",51,3,-0.0894863333333333,-0.0886033333333334,54.0341709818889,0.0114053642797424
600,0.001,0.5,5000,"bhd",51,6,0.3749475,0.386783333333333,226.506907624911,0.0327758220131994
600,0.001,0.5,5000,"wasserstein",15,3,-0.518136083333333,-0.518430833333333,310.887009133946,0.00647775115171889
600,0.001,0.5,5000,"wasserstein",15,6,-0.504521416666667,-0.501445,302.737540448736,0.0133433793499739
600,0.001,0.5,5000,"wasserstein",51,3,-0.492521083333333,-0.491438333333333,295.545980011317,0.0149555350454581
600,0.001,0.5,5000,"wasserstein",51,6,-0.52388975,-0.5233675,314.336118288608,0.00428884082991111
600,0.001,0.7,1000,"betabin",15,3,-0.44,-0.44,264,0
600,0.001,0.7,1000,"betabin",15,6,-0.44,-0.44,264,0
600,0.001,0.7,1000,"betabin",51,3,-0.44,-0.44,264,0
600,0.001,0.7,1000,"betabin",51,6,-0.44,-0.44,264,0
600,0.001,0.7,1000,"betabin_dynamic",15,3,1.1,1.1,660,0
600,0.001,0.7,1000,"betabin_dynamic",15,6,3.2,3.2,1920,0
600,0.001,0.7,1000,"betabin_dynamic",51,3,1.1,1.1,660,0
600,0.001,0.7,1000,"betabin_dynamic",51,6,3.2,3.2,1920,0
600,0.001,0.7,1000,"bhd",15,3,0.399575,0.393525,241.221174257153,0.0325549364166616
600,0.001,0.7,1000,"bhd",15,6,1.324035,1.3254,795.48757791684,0.0302988854162642
600,0.001,0.7,1000,"bhd",51,3,0.36169875,0.3599,218.898246261248,0.0359394160554097
600,0.001,0.7,1000,"bhd",51,6,1.25836958333333,1.24476666666667,758.876146875266,0.0578386888269529
600,0.001,0.7,1000,"wasserstein",15,3,-0.2805275,-0.279125,168.523362074817,0.0198392352285407
600,0.001,0.7,1000,"wasserstein",15,6,-0.2736,-0.271,164.319101628508,0.0170177561410238
600,0.001,0.7,1000,"wasserstein",51,3,-0.327595416666667,-0.327608333333333,196.677870072487,0.0175142773782188
600,0.001,0.7,1000,"wasserstein",51,6,-0.315475,-0.312675,189.401866232886,0.0166181347845191
600,0.001,0.7,5000,"betabin",15,3,-0.44,-0.44,264,0
600,0.001,0.7,5000,"betabin",15,6,-0.44,-0.44,264,0
600,0.001,0.7,5000,"betabin",51,3,-0.44,-0.44,264,0
600,0.001,0.7,5000,"betabin",51,6,-0.44,-0.44,264,0
600,0.001,0.7,5000,"betabin_dynamic",15,3,1.1,1.1,660,0
600,0.001,0.7,5000,"betabin_dynamic",15,6,3.2,3.2,1920,0
600,0.001,0.7,5000,"betabin_dynamic",51,3,1.1,1.1,660,0
600,0.001,0.7,5000,"betabin_dynamic",51,6,3.2,3.2,1920,0
600,0.001,0.7,5000,"bhd",15,3,0.407286,0.404305,244.719400091615,0.0158476277523647
600,0.001,0.7,5000,"bhd",15,6,1.336294,1.3423,802.335354576377,0.0219161882452966
600,0.001,0.7,5000,"bhd",51,3,0.372340916666667,0.371075,223.551082458685,0.0100837962179951
600,0.001,0.7,5000,"bhd",51,6,1.285827,1.292155,772.043772319484,0.021748197685696
600,0.001,0.7,5000,"wasserstein",15,3,-0.270182,-0.269775,162.187653892644,0.01181819067603
600,0.001,0.7,5000,"wasserstein",15,6,-0.273132,-0.27321,163.936403952264,0.0101873030602352
600,0.001,0.7,5000,"wasserstein",51,3,-0.3281575,-0.329349166666667,196.911205664635,0.00652818352388254
600,0.001,0.7,5000,"wasserstein",51,6,-0.316475583333333,-0.316849166666667,189.899111843236,0.00571925964787514
600,0.05,0.1,1000,"betabin",15,3,-0.92,-0.92,552,0
600,0.05,0.1,1000,"betabin",15,6,-0.92,-0.92,552,0
600,0.05,0.1,1000,"betabin",51,3,-0.92,-0.92,552,0
600,0.05,0.1,1000,"betabin",51,6,-0.92,-0.92,552,0
600,0.05,0.1,1000,"betabin_dynamic",15,3,-0.7,-0.7,420,0
600,0.05,0.1,1000,"betabin_dynamic",15,6,-0.4,-0.4,240,0
600,0.05,0.1,1000,"betabin_dynamic",51,3,-0.7,-0.7,420,0
600,0.05,0.1,1000,"betabin_dynamic",51,6,-0.4,-0.4,240,0
600,0.05,0.1,1000,"bhd",15,3,-0.89434625,-0.8943375,536.608583418817,0.0153065501447753
600,0.05,0.1,1000,"bhd",15,6,-0.879412916666667,-0.879525,527.648392680912,0.0116780688693216
600,0.05,0.1,1000,"bhd",51,3,-0.905344166666667,-0.905658333333333,543.206746596082,0.00935039969707662
600,0.05,0.1,1000,"bhd",51,6,-0.900434583333333,-0.900354166666667,540.261430139382,0.0147229296068751
600,0.05,0.1,1000,"wasserstein",15,3,-0.907394583333333,-0.907241666666667,544.437462585236,0.0162651406495858
600,0.05,0.1,1000,"wasserstein",15,6,-0.913355833333333,-0.913754166666667,548.014331532488,0.0188407427610726
600,0.05,0.1,1000,"wasserstein",51,3,-0.912338333333333,-0.912254166666667,547.403069309992,0.00537333288315251
600,0.05,0.1,1000,"wasserstein",51,6,-0.9112375,-0.911316666666667,546.742620318281,0.00698762627908816
600,0.05,0.1,5000,"betabin",15,3,-0.92,-0.92,552,0
600,0.05,0.1,5000,"betabin",15,6,-0.92,-0.92,552,0
600,0.05,0.1,5000,"betabin",51,3,-0.92,-0.92,552,0
600,0.05,0.1,5000,"betabin",51,6,-0.92,-0.92,552,0
600,0.05,0.1,5000,"betabin_dynamic",15,3,-0.7,-0.7,420,0
600,0.05,0.1,5000,"betabin_dynamic",15,6,-0.4,-0.4,240,0
600,0.05,0.1,5000,"betabin_dynamic",51,3,-0.7,-0.7,420,0
600,0.05,0.1,5000,"betabin_dynamic",51,6,-0.4,-0.4,240,0
600,0.05,0.1,5000,"bhd",15,3,-0.894852083333333,-0.894935833333333,536.911352414018,0.0053930226972749
600,0.05,0.1,5000,"bhd",15,6,-0.8793295,-0.879519166666667,527.597912880728,0.00671615168711859
600,0.05,0.1,5000,"bhd",51,3,-0.905572416666667,-0.905486666666667,543.343511130988,0.00466735685425139
600,0.05,0.1,5000,"bhd",51,6,-0.899955166666667,-0.899993333333333,539.97321931694,0.00613542171904921
600,0.05,0.1,5000,"wasserstein",15,3,-0.9078275,-0.907880833333333,544.696623091423,0.0067934720237128
600,0.05,0.1,5000,"wasserstein",15,6,-0.9127765,-0.912821666666667,547.666042556684,0.00774676009595637
600,0.05,0.1,5000,"wasserstein",51,3,-0.912557,-0.912524166666667,547.53421840822,0.00277644080900549
600,0.05,0.1,5000,"wasserstein",51,6,-0.91126425,-0.911184166666667,546.758588201182,0.0039385786418909
600,0.05,0.2,1000,"betabin",15,3,-0.84,-0.84,504,0
600,0.05,0.2,1000,"betabin",15,6,-0.84,-0.84,504,0
600,0.05,0.2,1000,"betabin",51,3,-0.84,-0.84,504,0
600,0.05,0.2,1000,"betabin",51,6,-0.84,-0.84,504,0
600,0.05,0.2,1000,"betabin_dynamic",15,3,-0.4,-0.4,240,0
600,0.05,0.2,1000,"betabin_dynamic",15,6,0.2,0.2,120,0
600,0.05,0.2,1000,"betabin_dynamic",51,3,-0.4,-0.4,240,0
600,0.05,0.2,1000,"betabin_dynamic",51,6,0.2,0.2,120,0
600,0.05,0.2,1000,"bhd",15,3,-0.741882083333333,-0.743420833333333,445.152961347277,0.0304376248088801
600,0.05,0.2,1000,"bhd",15,6,-0.673061666666667,-0.6725625,403.920020508392,0.0428306009095395
600,0.05,0.2,1000,"bhd",51,3,-0.769194583333333,-0.7704,461.534726262553,0.0301789143153096
600,0.05,0.2,1000,"bhd",51,6,-0.734540833333333,-0.737741666666667,440.770167332137,0.040869740996391
600,0.05,0.2,1000,"wasserstein",15,3,-0.814549166666667,-0.815616666666667,488.732607130423,0.0160689635101992
600,0.05,0.2,1000,"wasserstein",15,6,-0.81910375,-0.8192,491.464963111563,0.0154366084587015
600,0.05,0.2,1000,"wasserstein",51,3,-0.82130625,-0.8213875,492.784539034302,0.00843857057509946
600,0.05,0.2,1000,"wasserstein",51,6,-0.819299583333333,-0.819433333333333,491.582173663519,0.0146075197193268
600,0.05,0.2,5000,"betabin",15,3,-0.84,-0.84,504,0
600,0.05,0.2,5000,"betabin",15,6,-0.84,-0.84,504,0
600,0.05,0.2,5000,"betabin",51,3,-0.84,-0.84,504,0
600,0.05,0.2,5000,"betabin",51,6,-0.84,-0.84,504,0
600,0.05,0.2,5000,"betabin_dynamic",15,3,-0.4,-0.4,240,0
600,0.05,0.2,5000,"betabin_dynamic",15,6,0.2,0.2,120,0
600,0.05,0.2,5000,"betabin_dynamic",51,3,-0.4,-0.4,240,0
600,0.05,0.2,5000,"betabin_dynamic",51,6,0.2,0.2,120,0
600,0.05,0.2,5000,"bhd",15,3,-0.742869083333333,-0.743159166666667,445.723931351851,0.00989063542808215
600,0.05,0.2,5000,"bhd",15,6,-0.675621,-0.673474166666667,405.386305570008,0.0175723009037781
600,0.05,0.2,5000,"bhd",51,3,-0.766324666666667,-0.766576666666667,459.798175197662,0.0128920358459057
600,0.05,0.2,5000,"bhd",51,6,-0.73370925,-0.7343975,440.23440308823,0.0179280504633865
600,0.05,0.2,5000,"wasserstein",15,3,-0.815198333333333,-0.815063333333333,489.119236448844,0.00445012261924683
600,0.05,0.2,5000,"wasserstein",15,6,-0.818578083333333,-0.818751666666667,491.147462670378,0.0073119203578329
600,0.05,0.2,5000,"wasserstein",51,3,-0.821154083333333,-0.8211,492.692699686478,0.0047425119747659
600,0.05,0.2,5000,"wasserstein",51,6,-0.818651416666667,-0.818901666666667,491.191295811367,0.00624005731925519
600,0.05,0.3,1000,"betabin",15,3,-0.76,-0.76,456,0
600,0.05,0.3,1000,"betabin",15,6,-0.76,-0.76,456,0
600,0.05,0.3,1000,"betabin",51,3,-0.76,-0.76,456,0
600,0.05,0.3,1000,"betabin",51,6,-0.76,-0.76,456,0
600,0.05,0.3,1000,"betabin_dynamic",15,3,-0.1,-0.1,60,0
600,0.05,0.3,1000,"betabin_dynamic",15,6,0.8,0.8,480,0
600,0.05,0.3,1000,"betabin_dynamic",51,3,-0.1,-0.1,60,0
600,0.05,0.3,1000,"betabin_dynamic",51,6,0.8,0.8,480,0
600,0.05,0.3,1000,"bhd",15,3,-0.540274166666667,-0.536679166666667,324.313645025922,0.0365796964541503
600,0.05,0.3,1000,"bhd",15,6,-0.3662125,-0.36685,220.315576787026,0.0434018150833706
600,0.05,0.3,1000,"bhd",51,3,-0.5544475,-0.554620833333333,332.857782277206,0.0430750354621526
600,0.05,0.3,1000,"bhd",51,6,-0.42132,-0.415704166666667,253.281246611351,0.0464963730296983
600,0.05,0.3,1000,"wasserstein",15,3,-0.732497916666667,-0.7331,439.500158849516,0.00711354772985101
600,0.05,0.3,1000,"wasserstein",15,6,-0.720581666666667,-0.720954166666667,432.364139719057,0.022142516978741
600,0.05,0.3,1000,"wasserstein",51,3,-0.738265,-0.738054166666667,442.959825980303,0.00558865056635669
600,0.05,0.3,1000,"wasserstein",51,6,-0.736177916666667,-0.735716666666667,441.707740880494,0.00606413275933904
600,0.05,0.3,5000,"betabin",15,3,-0.76,-0.76,456,0
600,0.05,0.3,5000,"betabin",15,6,-0.76,-0.76,456,0
600,0.05,0.3,5000,"betabin",51,3,-0.76,-0.76,456,0
600,0.05,0.3,5000,"betabin",51,6,-0.76,-0.76,456,0
600,0.05,0.3,5000,"betabin_dynamic",15,3,-0.1,-0.1,60,0
600,0.05,0.3,5000,"betabin_dynamic",15,6,0.8,0.8,480,0
600,0.05,0.3,5000,"betabin_dynamic",51,3,-0.1,-0.1,60,0
600,0.05,0.3,5000,"betabin_dynamic",51,6,0.8,0.8,480,0
600,0.05,0.3,5000,"bhd",15,3,-0.540927833333333,-0.5408325,324.580485512299,0.0146362723937891
600,0.05,0.3,5000,"bhd",15,6,-0.3686175,-0.3659475,221.330490193285,0.0227875802730353
600,0.05,0.3,5000,"bhd",51,3,-0.560750916666667,-0.558859166666667,336.473947652638,0.0154470444828463
600,0.05,0.3,5000,"bhd",51,6,-0.433534333333333,-0.433803333333333,260.253249935904,0.0250798311753121
600,0.05,0.3,5000,"wasserstein",15,3,-0.732158,-0.732075,439.29523176891,0.00393212293204043
600,0.05,0.3,5000,"wasserstein",15,6,-0.721593333333333,-0.722388333333333,432.959878942033,0.0112564594970766
600,0.05,0.3,5000,"wasserstein",51,3,-0.73831975,-0.738389166666667,442.992209950751,0.00369020503420194
600,0.05,0.3,5000,"wasserstein",51,6,-0.736145416666667,-0.736210833333333,441.687472398471,0.00287250429550011
600,0.05,0.5,1000,"betabin",15,3,-0.6,-0.6,360,0
600,0.05,0.5,1000,"betabin",15,6,-0.6,-0.6,360,0
600,0.05,0.5,1000,"betabin",51,3,-0.6,-0.6,360,0
600,0.05,0.5,1000,"betabin",51,6,-0.6,-0.6,360,0
600,0.05,0.5,1000,"betabin_dynamic",15,3,0.5,0.5,300,0
600,0.05,0.5,1000,"betabin_dynamic",15,6,2,2,1200,0
600,0.05,0.5,1000,"betabin_dynamic",51,3,0.5,0.5,300,0
600,0.05,0.5,1000,"betabin_dynamic",51,6,2,2,1200,0
600,0.05,0.5,1000,"bhd",15,3,-0.0645045833333333,-0.0724708333333334,44.4227773360694,0.039857636468811
600,0.05,0.5,1000,"bhd",15,6,0.482797083333333,0.48205,291.033946342605,0.0323569002262731
600,0.05,0.5,1000,"bhd",51,3,-0.08901,-0.0929916666666666,56.6383813328029,0.0354012477041698
600,0.05,0.5,1000,"bhd",51,6,0.405866666666667,0.429658333333333,248.146445798645,0.0580098627089545
600,0.05,0.5,1000,"wasserstein",15,3,-0.51857375,-0.5189875,311.179358527763,0.0166024288497635
600,0.05,0.5,1000,"wasserstein",15,6,-0.50733875,-0.505333333333333,304.456342676992,0.0197339685031964
600,0.05,0.5,1000,"wasserstein",51,3,-0.501924166666667,-0.503841666666667,301.259928512738,0.0273601326930681
600,0.05,0.5,1000,"wasserstein",51,6,-0.526203333333333,-0.524266666666667,315.740269117672,0.0122582206790628
600,0.05,0.5,5000,"betabin",15,3,-0.6,-0.6,360,0
600,0.05,0.5,5000,"betabin",15,6,-0.6,-0.6,360,0
600,0.05,0.5,5000,"betabin",51,3,-0.6,-0.6,360,0
600,0.05,0.5,5000,"betabin",51,6,-0.6,-0.6,360,0
600,0.05,0.5,5000,"betabin_dynamic",15,3,0.5,0.5,300,0
600,0.05,0.5,5000,"betabin_dynamic",15,6,2,2,1200,0
600,0.05,0.5,5000,"betabin_dynamic",51,3,0.5,0.5,300,0
600,0.05,0.5,5000,"betabin_dynamic",51,6,2,2,1200,0
600,0.05,0.5,5000,"bhd",15,3,-0.0639244166666667,-0.0676266666666667,39.3142736808147,0.0157706702618747
600,0.05,0.5,5000,"bhd",15,6,0.470866333333333,0.469701666666665,283.447662262894,0.0266410432420366
600,0.05,0.5,5000,"bhd",51,3,-0.0845636666666667,-0.0794233333333333,51.9008584562914,0.0204052165753845
600,0.05,0.5,5000,"bhd",51,6,0.3998115,0.393249999999999,240.52825423139,0.0214424655619186
600,0.05,0.5,5000,"wasserstein",15,3,-0.518989416666667,-0.5193475,311.397887094068,0.00577481025736787
600,0.05,0.5,5000,"wasserstein",15,6,-0.508834833333333,-0.508505,305.313704764296,0.0097348390584646
600,0.05,0.5,5000,"wasserstein",51,3,-0.49895625,-0.499326666666667,299.403587739108,0.0144253690098791
600,0.05,0.5,5000,"wasserstein",51,6,-0.526616,-0.526820833333333,315.972087838942,0.00452921571567866
600,0.05,0.7,1000,"betabin",15,3,-0.44,-0.44,264,0
600,0.05,0.7,1000,"betabin",15,6,-0.44,-0.44,264,0
600,0.05,0.7,1000,"betabin",51,3,-0.44,-0.44,264,0
600,0.05,0.7,1000,"betabin",51,6,-0.44,-0.44,264,0
600,0.05,0.7,1000,"betabin_dynamic",15,3,1.1,1.1,660,0
600,0.05,0.7,1000,"betabin_dynamic",15,6,3.2,3.2,1920,0
600,0.05,0.7,1000,"betabin_dynamic",51,3,1.1,1.1,660,0
600,0.05,0.7,1000,"betabin_dynamic",51,6,3.2,3.2,1920,0
600,0.05,0.7,1000,"bhd",15,3,0.426525,0.429825,256.651482812783,0.023289704052736
600,0.05,0.7,1000,"bhd",15,6,1.36102,1.3553,819.669739565882,0.0512290814984116
600,0.05,0.7,1000,"bhd",51,3,0.400416666666667,0.400225,241.57286721091,0.0308270172932792
600,0.05,0.7,1000,"bhd",51,6,1.27697166666667,1.27825,768.5546069441,0.0453072543714442
600,0.05,0.7,1000,"wasserstein",15,3,-0.262075,-0.26235,157.65875627443,0.0264506250912091
600,0.05,0.7,1000,"wasserstein",15,6,-0.26749,-0.26905,160.848067815563,0.0249000607605035
600,0.05,0.7,1000,"wasserstein",51,3,-0.328437916666667,-0.330933333333333,197.148343579778,0.0147906001070852
600,0.05,0.7,1000,"wasserstein",51,6,-0.313355416666667,-0.314129166666667,188.073478915157,0.0118522682771561
600,0.05,0.7,5000,"betabin",15,3,-0.44,-0.44,264,0
600,0.05,0.7,5000,"betabin",15,6,-0.44,-0.44,264,0
600,0.05,0.7,5000,"betabin",51,3,-0.44,-0.44,264,0
600,0.05,0.7,5000,"betabin",51,6,-0.44,-0.44,264,0
600,0.05,0.7,5000,"betabin_dynamic",15,3,1.1,1.1,660,0
600,0.05,0.7,5000,"betabin_dynamic",15,6,3.2,3.2,1920,0
600,0.05,0.7,5000,"betabin_dynamic",51,3,1.1,1.1,660,0
600,0.05,0.7,5000,"betabin_dynamic",51,6,3.2,3.2,1920,0
600,0.05,0.7,5000,"bhd",15,3,0.443135,0.438625,266.080656338637,0.0122112944483807
600,0.05,0.7,5000,"bhd",15,6,1.37129,1.36232,823.035051625871,0.014947040167311
600,0.05,0.7,5000,"bhd",51,3,0.400317833333333,0.397546666666667,240.610045634425,0.0173391960320398
600,0.05,0.7,5000,"bhd",51,6,1.32841175,1.33356666666667,797.545305466561,0.0207003667391498
600,0.05,0.7,5000,"wasserstein",15,3,-0.2581095,-0.257125,154.970846715761,0.0131556198334314
600,0.05,0.7,5000,"wasserstein",15,6,-0.269154,-0.2697,161.553004696292,0.0103525180409849
600,0.05,0.7,5000,"wasserstein",51,3,-0.329216416666667,-0.329759166666667,197.549939152231,0.00718170783586536
600,0.05,0.7,5000,"wasserstein",51,6,-0.312730083333333,-0.312701666666667,187.641057321819,0.00264318011689794
