"true_Nc","sample_prop","AFS","N_est"
50,0.3,"uniform",12.3298969072165
50,0.3,"uniform",12.3469387755102
50,0.3,"uniform",12.1616161616162
50,0.3,"uniform",12.2244897959184
50,0.3,"uniform",12.2424242424242
50,0.3,"uniform",12.3061224489796
50,0.3,"uniform",12.3030303030303
50,0.3,"uniform",12.2857142857143
50,0.3,"uniform",12.265306122449
50,0.3,"uniform",12.2448979591837
50,0.3,"uniform",12.2626262626263
50,0.3,"uniform",12.265306122449
50,0.3,"uniform",12.2828282828283
50,0.3,"uniform",12.2323232323232
50,0.3,"uniform",12.2244897959184
50,0.3,"uniform",12.3061224489796
50,0.3,"uniform",12.1836734693878
50,0.3,"uniform",12.2244897959184
50,0.3,"uniform",12.1818181818182
50,0.3,"uniform",12.1428571428571
50,0.3,"uniform",12.2244897959184
50,0.3,"uniform",12.3535353535354
50,0.3,"uniform",12.2244897959184
50,0.3,"uniform",12.2020202020202
50,0.3,"uniform",12.3265306122449
50,0.3,"uniform",12.2857142857143
50,0.3,"uniform",12.3030303030303
50,0.3,"uniform",13.9292929292929
50,0.3,"uniform",12.3469387755102
50,0.3,"uniform",12.1649484536082
50,0.3,"uniform",12.1836734693878
50,0.3,"uniform",12.265306122449
50,0.3,"uniform",12.2040816326531
50,0.3,"uniform",12.3265306122449
50,0.3,"uniform",12.3673469387755
50,0.3,"uniform",12.3265306122449
50,0.3,"uniform",12.2626262626263
50,0.3,"uniform",12.2448979591837
50,0.3,"uniform",12.2989690721649
50,0.3,"uniform",12.2857142857143
50,0.3,"uniform",12.2244897959184
50,0.3,"uniform",12.2424242424242
50,0.3,"uniform",12.2828282828283
100,0.3,"uniform",26.2121212121212
100,0.3,"uniform",26.1515151515152
100,0.3,"uniform",26.1111111111111
100,0.3,"uniform",26.1919191919192
100,0.3,"uniform",25.68
100,0.3,"uniform",25.9090909090909
100,0.3,"uniform",26.76
100,0.3,"uniform",26.1717171717172
100,0.3,"uniform",26.5858585858586
100,0.3,"uniform",27.11
100,0.3,"uniform",26.5757575757576
100,0.3,"uniform",26.2
100,0.3,"uniform",25.96
100,0.3,"uniform",25.62
100,0.3,"uniform",26.63
100,0.3,"uniform",25.93
100,0.3,"uniform",25.9494949494949
100,0.3,"uniform",27.14
100,0.3,"uniform",26.59
100,0.3,"uniform",26.0505050505051
100,0.3,"uniform",25.8888888888889
100,0.3,"uniform",26.35
100,0.3,"uniform",26.5858585858586
100,0.3,"uniform",26.08
100,0.3,"uniform",26.6464646464646
100,0.3,"uniform",26.1818181818182
100,0.3,"uniform",26.1
100,0.3,"uniform",26.77
100,0.3,"uniform",26.8686868686869
100,0.3,"uniform",26.06
100,0.3,"uniform",26.44
100,0.3,"uniform",26.4545454545455
100,0.3,"uniform",25.8
100,0.3,"uniform",26.2828282828283
100,0.3,"uniform",26.2929292929293
100,0.3,"uniform",25.7474747474747
100,0.3,"uniform",26.96
100,0.3,"uniform",26.3131313131313
100,0.3,"uniform",25.74
100,0.3,"uniform",26.7171717171717
100,0.3,"uniform",25.7373737373737
100,0.3,"uniform",25.37
100,0.3,"uniform",26.74
100,0.3,"uniform",26.35
100,0.3,"uniform",25.5454545454545
100,0.3,"uniform",26.11
100,0.3,"uniform",26.0707070707071
100,0.3,"uniform",25.98
100,0.3,"uniform",26.1414141414141
100,0.3,"uniform",26.7878787878788
250,0.3,"uniform",65.61
250,0.3,"uniform",66.59
250,0.3,"uniform",65.41
250,0.3,"uniform",67.17
250,0.3,"uniform",65.49
250,0.3,"uniform",65.3
250,0.3,"uniform",65.61
250,0.3,"uniform",65.48
250,0.3,"uniform",65.51
250,0.3,"uniform",65.15
250,0.3,"uniform",65.82
250,0.3,"uniform",65.37
250,0.3,"uniform",65.53
250,0.3,"uniform",66.54
250,0.3,"uniform",65.56
250,0.3,"uniform",66.37
250,0.3,"uniform",65.37
250,0.3,"uniform",66.52
250,0.3,"uniform",65.7
250,0.3,"uniform",66.44
250,0.3,"uniform",65.3
250,0.3,"uniform",66.66
250,0.3,"uniform",66.05
250,0.3,"uniform",65.32
250,0.3,"uniform",65.55
250,0.3,"uniform",65.59
250,0.3,"uniform",65.46
250,0.3,"uniform",66.07
250,0.3,"uniform",66.53
250,0.3,"uniform",66.52
250,0.3,"uniform",65.01
250,0.3,"uniform",64.33
250,0.3,"uniform",65.44
250,0.3,"uniform",66.9
250,0.3,"uniform",67.66
250,0.3,"uniform",66.38
250,0.3,"uniform",65.94
250,0.3,"uniform",66.97
250,0.3,"uniform",66.78
250,0.3,"uniform",65.97
250,0.3,"uniform",65.68
250,0.3,"uniform",66.4
250,0.3,"uniform",66.17
250,0.3,"uniform",65.57
250,0.3,"uniform",64.7
250,0.3,"uniform",66.42
250,0.3,"uniform",64.99
250,0.3,"uniform",65.54
250,0.3,"uniform",67.07
250,0.3,"uniform",65.54
500,0.3,"uniform",132.95
500,0.3,"uniform",139.9
500,0.3,"uniform",133.85
500,0.3,"uniform",133.9
500,0.3,"uniform",139.92
500,0.3,"uniform",136.78
500,0.3,"uniform",135.97
500,0.3,"uniform",134.54
500,0.3,"uniform",134.37
500,0.3,"uniform",134.84
500,0.3,"uniform",133.45
500,0.3,"uniform",136.16
500,0.3,"uniform",135.3
500,0.3,"uniform",138.28
500,0.3,"uniform",134.65
500,0.3,"uniform",140.01
500,0.3,"uniform",137.58
500,0.3,"uniform",136.01
500,0.3,"uniform",139.16
500,0.3,"uniform",135.21
500,0.3,"uniform",142.14
500,0.3,"uniform",139.4
500,0.3,"uniform",134.84
500,0.3,"uniform",136.24
500,0.3,"uniform",136.83
500,0.3,"uniform",142.26
500,0.3,"uniform",139.65
500,0.3,"uniform",138.96
500,0.3,"uniform",134.52
500,0.3,"uniform",137.64
500,0.3,"uniform",134.29
500,0.3,"uniform",137.87
500,0.3,"uniform",137.59
500,0.3,"uniform",133.77
500,0.3,"uniform",141.9
500,0.3,"uniform",133.96
500,0.3,"uniform",141.07
500,0.3,"uniform",133.89
500,0.3,"uniform",136.83
500,0.3,"uniform",134.45
500,0.3,"uniform",135.37
500,0.3,"uniform",139.96
500,0.3,"uniform",137.22
500,0.3,"uniform",140.1
500,0.3,"uniform",138.41
500,0.3,"uniform",135.76
500,0.3,"uniform",136.72
500,0.3,"uniform",136.36
500,0.3,"uniform",133.94
500,0.3,"uniform",135.7
1000,0.3,"uniform",270.98
1000,0.3,"uniform",269.02
1000,0.3,"uniform",289.56
1000,0.3,"uniform",275.95
1000,0.3,"uniform",280.3
1000,0.3,"uniform",280.22
1000,0.3,"uniform",268.99
1000,0.3,"uniform",278.47
1000,0.3,"uniform",265.88
1000,0.3,"uniform",286.71
1000,0.3,"uniform",275.17
1000,0.3,"uniform",273.33
1000,0.3,"uniform",280.86
1000,0.3,"uniform",289.66
1000,0.3,"uniform",283.33
1000,0.3,"uniform",294.06
1000,0.3,"uniform",265.99
1000,0.3,"uniform",284.91
1000,0.3,"uniform",302.36
1000,0.3,"uniform",271.11
1000,0.3,"uniform",276.22
1000,0.3,"uniform",267.15
1000,0.3,"uniform",276.34
1000,0.3,"uniform",296.16
1000,0.3,"uniform",300.27
1000,0.3,"uniform",283.25
1000,0.3,"uniform",270.05
1000,0.3,"uniform",300.66
1000,0.3,"uniform",311.2
1000,0.3,"uniform",293.94
1000,0.3,"uniform",327.58
1000,0.3,"uniform",265.8
1000,0.3,"uniform",268.86
1000,0.3,"uniform",269.12
1000,0.3,"uniform",288.38
1000,0.3,"uniform",286.13
1000,0.3,"uniform",294.97
1000,0.3,"uniform",282.43
1000,0.3,"uniform",275.55
1000,0.3,"uniform",269.66
1000,0.3,"uniform",277.82
1000,0.3,"uniform",284.03
1000,0.3,"uniform",279.19
1000,0.3,"uniform",271.63
1000,0.3,"uniform",284.93
1000,0.3,"uniform",278.09
1000,0.3,"uniform",274.78
1000,0.3,"uniform",279.18
1000,0.3,"uniform",275.35
1000,0.3,"uniform",303.28
2000,0.3,"uniform",572.39
2000,0.3,"uniform",566.33
2000,0.3,"uniform",565.25
2000,0.3,"uniform",568.09
2000,0.3,"uniform",585.54
2000,0.3,"uniform",550.95
2000,0.3,"uniform",560.54
2000,0.3,"uniform",574.47
2000,0.3,"uniform",570.72
2000,0.3,"uniform",550.63
2000,0.3,"uniform",544.61
2000,0.3,"uniform",554.1
2000,0.3,"uniform",574.48
2000,0.3,"uniform",567.35
2000,0.3,"uniform",570.72
2000,0.3,"uniform",563.59
2000,0.3,"uniform",544.09
2000,0.3,"uniform",564.93
2000,0.3,"uniform",582.11
2000,0.3,"uniform",567.8
2000,0.3,"uniform",569.15
2000,0.3,"uniform",564.94
2000,0.3,"uniform",579.17
2000,0.3,"uniform",570.18
2000,0.3,"uniform",579.73
2000,0.3,"uniform",568.39
2000,0.3,"uniform",551.21
2000,0.3,"uniform",560.49
2000,0.3,"uniform",560.47
2000,0.3,"uniform",577.06
2000,0.3,"uniform",558.59
2000,0.3,"uniform",557.31
2000,0.3,"uniform",573.35
2000,0.3,"uniform",563.36
2000,0.3,"uniform",553.32
2000,0.3,"uniform",553.09
2000,0.3,"uniform",577.1
2000,0.3,"uniform",572.37
2000,0.3,"uniform",558.89
2000,0.3,"uniform",565.23
2000,0.3,"uniform",554.1
2000,0.3,"uniform",577.88
2000,0.3,"uniform",555.43
2000,0.3,"uniform",559.08
2000,0.3,"uniform",591.58
2000,0.3,"uniform",590.04
2000,0.3,"uniform",579.45
2000,0.3,"uniform",577.08
2000,0.3,"uniform",569.97
2000,0.3,"uniform",589.76
50,0.4,"uniform",17.7171717171717
50,0.4,"uniform",19.6161616161616
50,0.4,"uniform",18.8383838383838
50,0.4,"uniform",19.010101010101
50,0.4,"uniform",18.3434343434343
50,0.4,"uniform",19.8686868686869
50,0.4,"uniform",18.5656565656566
50,0.4,"uniform",19.6363636363636
50,0.4,"uniform",17.2626262626263
50,0.4,"uniform",19.1212121212121
50,0.4,"uniform",19.3030303030303
50,0.4,"uniform",18.7575757575758
50,0.4,"uniform",19.2525252525252
50,0.4,"uniform",19.3636363636364
50,0.4,"uniform",19.3333333333333
50,0.4,"uniform",18.8989898989899
50,0.4,"uniform",18.2424242424242
50,0.4,"uniform",19.3737373737374
50,0.4,"uniform",18.9795918367347
50,0.4,"uniform",19.020202020202
50,0.4,"uniform",17.6969696969697
50,0.4,"uniform",19.5353535353535
50,0.4,"uniform",18.0808080808081
50,0.4,"uniform",19.030303030303
50,0.4,"uniform",17.4343434343434
50,0.4,"uniform",19.8585858585859
50,0.4,"uniform",18.1836734693878
50,0.4,"uniform",17.9393939393939
50,0.4,"uniform",19.7575757575758
50,0.4,"uniform",17.9494949494949
50,0.4,"uniform",20.1616161616162
50,0.4,"uniform",19.2857142857143
50,0.4,"uniform",19.4545454545455
50,0.4,"uniform",18.6666666666667
50,0.4,"uniform",19.7474747474747
50,0.4,"uniform",18.7171717171717
50,0.4,"uniform",18.1212121212121
50,0.4,"uniform",19.3636363636364
50,0.4,"uniform",19
50,0.4,"uniform",18.7777777777778
50,0.4,"uniform",18.9191919191919
50,0.4,"uniform",17.9090909090909
50,0.4,"uniform",18.5050505050505
50,0.4,"uniform",19.3232323232323
50,0.4,"uniform",18.4747474747475
50,0.4,"uniform",18.1313131313131
50,0.4,"uniform",18.56
50,0.4,"uniform",18.4285714285714
50,0.4,"uniform",18.959595959596
50,0.4,"uniform",17.2929292929293
100,0.4,"uniform",34.64
100,0.4,"uniform",34.62
100,0.4,"uniform",34.08
100,0.4,"uniform",34.23
100,0.4,"uniform",34.67
100,0.4,"uniform",34.86
100,0.4,"uniform",33.91
100,0.4,"uniform",34.1919191919192
100,0.4,"uniform",34.72
100,0.4,"uniform",34.46
100,0.4,"uniform",34.63
100,0.4,"uniform",34.5757575757576
100,0.4,"uniform",34.46
100,0.4,"uniform",35.37
100,0.4,"uniform",34.1616161616162
100,0.4,"uniform",34.3
100,0.4,"uniform",34.51
100,0.4,"uniform",34.0606060606061
100,0.4,"uniform",34.19
100,0.4,"uniform",34.39
100,0.4,"uniform",34.42
100,0.4,"uniform",34.58
100,0.4,"uniform",34.8383838383838
100,0.4,"uniform",34.45
100,0.4,"uniform",34.59
100,0.4,"uniform",34.62
100,0.4,"uniform",35.01
100,0.4,"uniform",34.3333333333333
100,0.4,"uniform",34.57
100,0.4,"uniform",34.34
100,0.4,"uniform",34.21
100,0.4,"uniform",34.65
100,0.4,"uniform",35.07
100,0.4,"uniform",34.01
100,0.4,"uniform",34.13
100,0.4,"uniform",33.92
100,0.4,"uniform",34.74
100,0.4,"uniform",34.7272727272727
100,0.4,"uniform",34.55
100,0.4,"uniform",34.65
100,0.4,"uniform",34.52
100,0.4,"uniform",34.91
100,0.4,"uniform",34.7
100,0.4,"uniform",34.63
100,0.4,"uniform",34.1
100,0.4,"uniform",34.33
100,0.4,"uniform",34.21
100,0.4,"uniform",34.67
100,0.4,"uniform",34.22
100,0.4,"uniform",34.77
250,0.4,"uniform",89.19
250,0.4,"uniform",90.58
250,0.4,"uniform",89.13
250,0.4,"uniform",89.95
250,0.4,"uniform",91.8
250,0.4,"uniform",91.07
250,0.4,"uniform",90.32
250,0.4,"uniform",91.21
250,0.4,"uniform",89.88
250,0.4,"uniform",90.67
250,0.4,"uniform",89.64
250,0.4,"uniform",90.56
250,0.4,"uniform",90.33
250,0.4,"uniform",90.78
250,0.4,"uniform",91
250,0.4,"uniform",90.59
250,0.4,"uniform",89.62
250,0.4,"uniform",90.25
250,0.4,"uniform",90.82
250,0.4,"uniform",90.29
250,0.4,"uniform",89.64
250,0.4,"uniform",90.84
250,0.4,"uniform",90.08
250,0.4,"uniform",92.73
250,0.4,"uniform",90.26
250,0.4,"uniform",91.37
250,0.4,"uniform",90.86
250,0.4,"uniform",90.11
250,0.4,"uniform",89.28
250,0.4,"uniform",90.82
250,0.4,"uniform",91.3
250,0.4,"uniform",90.04
250,0.4,"uniform",90.94
250,0.4,"uniform",92.01
250,0.4,"uniform",88.01
250,0.4,"uniform",90.19
250,0.4,"uniform",89.33
250,0.4,"uniform",89.71
250,0.4,"uniform",88.33
250,0.4,"uniform",89.56
250,0.4,"uniform",88.87
250,0.4,"uniform",90.84
250,0.4,"uniform",88.53
250,0.4,"uniform",90.34
250,0.4,"uniform",89.72
250,0.4,"uniform",88.87
250,0.4,"uniform",91.04
250,0.4,"uniform",89.16
250,0.4,"uniform",89.51
250,0.4,"uniform",88.13
500,0.4,"uniform",187.56
500,0.4,"uniform",186.97
500,0.4,"uniform",191.32
500,0.4,"uniform",193.36
500,0.4,"uniform",190.31
500,0.4,"uniform",187.35
500,0.4,"uniform",190.1
500,0.4,"uniform",182.04
500,0.4,"uniform",190.36
500,0.4,"uniform",183.36
500,0.4,"uniform",186.06
500,0.4,"uniform",194.44
500,0.4,"uniform",187.54
500,0.4,"uniform",189.27
500,0.4,"uniform",189.57
500,0.4,"uniform",182.66
500,0.4,"uniform",184.12
500,0.4,"uniform",182.73
500,0.4,"uniform",195.45
500,0.4,"uniform",183.88
500,0.4,"uniform",184.77
500,0.4,"uniform",188.33
500,0.4,"uniform",184.94
500,0.4,"uniform",188.87
500,0.4,"uniform",188.4
500,0.4,"uniform",183.09
500,0.4,"uniform",191.06
500,0.4,"uniform",181
500,0.4,"uniform",189.05
500,0.4,"uniform",186.69
500,0.4,"uniform",185.71
500,0.4,"uniform",184.97
500,0.4,"uniform",188.93
500,0.4,"uniform",191.84
500,0.4,"uniform",179.42
500,0.4,"uniform",185.19
500,0.4,"uniform",187.17
500,0.4,"uniform",196.04
500,0.4,"uniform",184.28
500,0.4,"uniform",182.83
500,0.4,"uniform",191.05
500,0.4,"uniform",185.71
500,0.4,"uniform",192.22
500,0.4,"uniform",193.01
500,0.4,"uniform",185.4
500,0.4,"uniform",186.97
500,0.4,"uniform",192.22
500,0.4,"uniform",187.82
500,0.4,"uniform",185.76
500,0.4,"uniform",188.29
1000,0.4,"uniform",380.49
1000,0.4,"uniform",441.9
1000,0.4,"uniform",405.13
1000,0.4,"uniform",393.89
1000,0.4,"uniform",397.58
1000,0.4,"uniform",358.68
1000,0.4,"uniform",350.99
1000,0.4,"uniform",382.08
1000,0.4,"uniform",384.55
1000,0.4,"uniform",378.5
1000,0.4,"uniform",402.29
1000,0.4,"uniform",356.04
1000,0.4,"uniform",405.51
1000,0.4,"uniform",381.21
1000,0.4,"uniform",407.4
1000,0.4,"uniform",382.12
1000,0.4,"uniform",363.61
1000,0.4,"uniform",383.99
1000,0.4,"uniform",360.86
1000,0.4,"uniform",375.11
1000,0.4,"uniform",405.12
1000,0.4,"uniform",377.5
1000,0.4,"uniform",393.52
1000,0.4,"uniform",393.67
1000,0.4,"uniform",400.19
1000,0.4,"uniform",385.07
1000,0.4,"uniform",428.72
1000,0.4,"uniform",394.93
1000,0.4,"uniform",391.55
1000,0.4,"uniform",383.67
1000,0.4,"uniform",414.29
1000,0.4,"uniform",391.76
1000,0.4,"uniform",394.06
1000,0.4,"uniform",386.96
1000,0.4,"uniform",403.33
1000,0.4,"uniform",387.19
1000,0.4,"uniform",366.08
1000,0.4,"uniform",387.42
1000,0.4,"uniform",385.06
1000,0.4,"uniform",395.95
1000,0.4,"uniform",409.66
1000,0.4,"uniform",414.61
1000,0.4,"uniform",379.43
1000,0.4,"uniform",383.16
1000,0.4,"uniform",387.03
1000,0.4,"uniform",354.26
1000,0.4,"uniform",399.65
1000,0.4,"uniform",366.26
1000,0.4,"uniform",382.43
1000,0.4,"uniform",396.67
2000,0.4,"uniform",805.81
2000,0.4,"uniform",810.34
2000,0.4,"uniform",839.25
2000,0.4,"uniform",815.99
2000,0.4,"uniform",824.79
2000,0.4,"uniform",802.94
2000,0.4,"uniform",848.46
2000,0.4,"uniform",841.72
2000,0.4,"uniform",852.96
2000,0.4,"uniform",843.82
2000,0.4,"uniform",797.64
2000,0.4,"uniform",810.72
2000,0.4,"uniform",830.11
2000,0.4,"uniform",826.18
2000,0.4,"uniform",812.45
2000,0.4,"uniform",843.52
2000,0.4,"uniform",854.67
2000,0.4,"uniform",809.65
2000,0.4,"uniform",810.72
2000,0.4,"uniform",821.27
2000,0.4,"uniform",824.11
2000,0.4,"uniform",839.55
2000,0.4,"uniform",842.01
2000,0.4,"uniform",821.59
2000,0.4,"uniform",820.52
2000,0.4,"uniform",836.08
2000,0.4,"uniform",832.24
2000,0.4,"uniform",827.97
2000,0.4,"uniform",823.36
2000,0.4,"uniform",805.01
2000,0.4,"uniform",808.93
2000,0.4,"uniform",797.29
2000,0.4,"uniform",829.78
2000,0.4,"uniform",838.51
2000,0.4,"uniform",843.1
2000,0.4,"uniform",833.98
2000,0.4,"uniform",828.33
2000,0.4,"uniform",826.61
2000,0.4,"uniform",823.78
2000,0.4,"uniform",830.76
2000,0.4,"uniform",837.83
2000,0.4,"uniform",798.01
2000,0.4,"uniform",820.9
2000,0.4,"uniform",816.39
2000,0.4,"uniform",832.9
2000,0.4,"uniform",834.31
2000,0.4,"uniform",818.1
2000,0.4,"uniform",813.13
2000,0.4,"uniform",825.8
2000,0.4,"uniform",831.92
50,0.5,"uniform",21.8383838383838
50,0.5,"uniform",22.1818181818182
50,0.5,"uniform",22.76
50,0.5,"uniform",21.8989898989899
50,0.5,"uniform",22.4949494949495
50,0.5,"uniform",22.1313131313131
50,0.5,"uniform",22.3131313131313
50,0.5,"uniform",21.9191919191919
50,0.5,"uniform",22.2727272727273
50,0.5,"uniform",22.06
50,0.5,"uniform",22.45
50,0.5,"uniform",21.8383838383838
50,0.5,"uniform",21.3030303030303
50,0.5,"uniform",21.7575757575758
50,0.5,"uniform",22.4545454545455
50,0.5,"uniform",22.0909090909091
50,0.5,"uniform",22.0909090909091
50,0.5,"uniform",23.3838383838384
50,0.5,"uniform",22.2525252525253
50,0.5,"uniform",21.98
50,0.5,"uniform",21.8787878787879
50,0.5,"uniform",21.49
50,0.5,"uniform",22.7070707070707
50,0.5,"uniform",22.4242424242424
50,0.5,"uniform",22.6464646464646
50,0.5,"uniform",23.0606060606061
50,0.5,"uniform",22.5
50,0.5,"uniform",21.6464646464646
50,0.5,"uniform",22.040404040404
50,0.5,"uniform",22
50,0.5,"uniform",22.4242424242424
50,0.5,"uniform",22.2121212121212
50,0.5,"uniform",21.97
50,0.5,"uniform",22.3636363636364
50,0.5,"uniform",22.2828282828283
50,0.5,"uniform",22.5959595959596
50,0.5,"uniform",22.8181818181818
50,0.5,"uniform",22.959595959596
50,0.5,"uniform",21.9393939393939
50,0.5,"uniform",21.8686868686869
50,0.5,"uniform",22.1
50,0.5,"uniform",22.2525252525253
50,0.5,"uniform",22.4545454545455
50,0.5,"uniform",21.5050505050505
50,0.5,"uniform",22.8383838383838
50,0.5,"uniform",22.5050505050505
50,0.5,"uniform",21.87
50,0.5,"uniform",22.7373737373737
50,0.5,"uniform",22.1414141414141
50,0.5,"uniform",21.93
100,0.5,"uniform",45.03
100,0.5,"uniform",47.03
100,0.5,"uniform",46.11
100,0.5,"uniform",45.69
100,0.5,"uniform",46.24
100,0.5,"uniform",44.25
100,0.5,"uniform",45.14
100,0.5,"uniform",45.16
100,0.5,"uniform",46.35
100,0.5,"uniform",46.01
100,0.5,"uniform",46.59
100,0.5,"uniform",46.32
100,0.5,"uniform",45.01
100,0.5,"uniform",45.43
100,0.5,"uniform",46.29
100,0.5,"uniform",46.35
100,0.5,"uniform",46.03
100,0.5,"uniform",46.68
100,0.5,"uniform",45.16
100,0.5,"uniform",45.1515151515151
100,0.5,"uniform",46.66
100,0.5,"uniform",47.2
100,0.5,"uniform",45.92
100,0.5,"uniform",45.07
100,0.5,"uniform",45.4747474747475
100,0.5,"uniform",45.29
100,0.5,"uniform",46.13
100,0.5,"uniform",45.46
100,0.5,"uniform",45.52
100,0.5,"uniform",45.97
100,0.5,"uniform",45.37
100,0.5,"uniform",44.63
100,0.5,"uniform",45.92
100,0.5,"uniform",46.39
100,0.5,"uniform",45.969696969697
100,0.5,"uniform",46.92
100,0.5,"uniform",44.99
100,0.5,"uniform",46.39
100,0.5,"uniform",45.62
100,0.5,"uniform",45.03
100,0.5,"uniform",45.11
100,0.5,"uniform",45.56
100,0.5,"uniform",47.33
100,0.5,"uniform",44.53
100,0.5,"uniform",47.71
100,0.5,"uniform",45.59
100,0.5,"uniform",45.11
100,0.5,"uniform",45.1
100,0.5,"uniform",45.84
100,0.5,"uniform",45.83
250,0.5,"uniform",109.91
250,0.5,"uniform",109.74
250,0.5,"uniform",108.66
250,0.5,"uniform",109.69
250,0.5,"uniform",108.75
250,0.5,"uniform",108.44
250,0.5,"uniform",109.59
250,0.5,"uniform",108.88
250,0.5,"uniform",109.66
250,0.5,"uniform",110.84
250,0.5,"uniform",109.04
250,0.5,"uniform",111.91
250,0.5,"uniform",111.49
250,0.5,"uniform",109.8
250,0.5,"uniform",108.24
250,0.5,"uniform",109.88
250,0.5,"uniform",111.75
250,0.5,"uniform",109.02
250,0.5,"uniform",110.81
250,0.5,"uniform",109.71
250,0.5,"uniform",109.2
250,0.5,"uniform",109.23
250,0.5,"uniform",108.74
250,0.5,"uniform",107.87
250,0.5,"uniform",109.82
250,0.5,"uniform",111.1
250,0.5,"uniform",109.56
250,0.5,"uniform",111.06
250,0.5,"uniform",109.41
250,0.5,"uniform",110.37
250,0.5,"uniform",110.15
250,0.5,"uniform",111.53
250,0.5,"uniform",109.81
250,0.5,"uniform",109.42
250,0.5,"uniform",110.49
250,0.5,"uniform",108.26
250,0.5,"uniform",110.37
250,0.5,"uniform",110.01
250,0.5,"uniform",109.94
250,0.5,"uniform",111.32
250,0.5,"uniform",110.28
250,0.5,"uniform",109.47
250,0.5,"uniform",110.27
250,0.5,"uniform",109.32
250,0.5,"uniform",109.4
250,0.5,"uniform",109
250,0.5,"uniform",109.66
250,0.5,"uniform",109.33
250,0.5,"uniform",109.26
250,0.5,"uniform",110.12
500,0.5,"uniform",215.73
500,0.5,"uniform",215.62
500,0.5,"uniform",215.29
500,0.5,"uniform",217.6
500,0.5,"uniform",217.05
500,0.5,"uniform",215.4
500,0.5,"uniform",218.15
500,0.5,"uniform",220.79
500,0.5,"uniform",219.69
500,0.5,"uniform",218.15
500,0.5,"uniform",214.08
500,0.5,"uniform",213.64
500,0.5,"uniform",217.93
500,0.5,"uniform",217.6
500,0.5,"uniform",218.26
500,0.5,"uniform",213.2
500,0.5,"uniform",219.25
500,0.5,"uniform",213.75
500,0.5,"uniform",213.42
500,0.5,"uniform",214.41
500,0.5,"uniform",215.51
500,0.5,"uniform",216.83
500,0.5,"uniform",216.83
500,0.5,"uniform",213.86
500,0.5,"uniform",217.05
500,0.5,"uniform",217.27
500,0.5,"uniform",215.4
500,0.5,"uniform",212.98
500,0.5,"uniform",215.62
500,0.5,"uniform",211.22
500,0.5,"uniform",218.04
500,0.5,"uniform",212.98
500,0.5,"uniform",217.49
500,0.5,"uniform",215.51
500,0.5,"uniform",218.59
500,0.5,"uniform",216.5
500,0.5,"uniform",213.42
500,0.5,"uniform",216.61
500,0.5,"uniform",217.93
500,0.5,"uniform",212.87
500,0.5,"uniform",218.81
500,0.5,"uniform",216.61
500,0.5,"uniform",214.52
500,0.5,"uniform",217.38
500,0.5,"uniform",212.54
500,0.5,"uniform",218.37
500,0.5,"uniform",217.38
500,0.5,"uniform",216.39
500,0.5,"uniform",217.16
500,0.5,"uniform",213.42
1000,0.5,"uniform",454.56
1000,0.5,"uniform",457.2
1000,0.5,"uniform",463.14
1000,0.5,"uniform",461.6
1000,0.5,"uniform",463.58
1000,0.5,"uniform",455.22
1000,0.5,"uniform",461.6
1000,0.5,"uniform",467.54
1000,0.5,"uniform",460.72
1000,0.5,"uniform",451.7
1000,0.5,"uniform",462.04
1000,0.5,"uniform",466.88
1000,0.5,"uniform",467.76
1000,0.5,"uniform",472.38
1000,0.5,"uniform",485.14
1000,0.5,"uniform",464.24
1000,0.5,"uniform",457.2
1000,0.5,"uniform",472.82
1000,0.5,"uniform",457.42
1000,0.5,"uniform",464.24
1000,0.5,"uniform",459.62
1000,0.5,"uniform",455.22
1000,0.5,"uniform",464.68
1000,0.5,"uniform",469.3
1000,0.5,"uniform",466.22
1000,0.5,"uniform",465.34
1000,0.5,"uniform",455.22
1000,0.5,"uniform",464.02
1000,0.5,"uniform",470.62
1000,0.5,"uniform",457.42
1000,0.5,"uniform",474.14
1000,0.5,"uniform",460.06
1000,0.5,"uniform",458.3
1000,0.5,"uniform",474.36
1000,0.5,"uniform",461.16
1000,0.5,"uniform",472.82
1000,0.5,"uniform",478.1
1000,0.5,"uniform",471.5
1000,0.5,"uniform",466.22
1000,0.5,"uniform",475.9
1000,0.5,"uniform",472.16
1000,0.5,"uniform",470.18
1000,0.5,"uniform",456.54
1000,0.5,"uniform",461.6
1000,0.5,"uniform",458.96
1000,0.5,"uniform",458.52
1000,0.5,"uniform",457.86
1000,0.5,"uniform",457.86
1000,0.5,"uniform",451.48
1000,0.5,"uniform",462.48
2000,0.5,"uniform",1120.32
2000,0.5,"uniform",1078.96
2000,0.5,"uniform",1101.4
2000,0.5,"uniform",1025.72
2000,0.5,"uniform",1071.92
2000,0.5,"uniform",1046.84
2000,0.5,"uniform",1105.36
2000,0.5,"uniform",1042.88
2000,0.5,"uniform",1080.28
2000,0.5,"uniform",1034.52
2000,0.5,"uniform",1072.36
2000,0.5,"uniform",1049.92
2000,0.5,"uniform",1081.16
2000,0.5,"uniform",1090.4
2000,0.5,"uniform",1081.6
2000,0.5,"uniform",1141
2000,0.5,"uniform",1060.48
2000,0.5,"uniform",1058.28
2000,0.5,"uniform",1028.8
2000,0.5,"uniform",1036.72
2000,0.5,"uniform",1085.56
2000,0.5,"uniform",1047.28
2000,0.5,"uniform",1119
2000,0.5,"uniform",1089.08
2000,0.5,"uniform",1062.68
2000,0.5,"uniform",1074.12
